,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2019-08-05,0.0003,-0.0005,100.0,518.67,642.11,1587.63,1403.66,14.62,21.57,552.61,2387.9,9041.79,1.3,47.03,520.9,2387.92,8129.67,8.3782,0.03,391,2388,100.0,39.01,23.406
2019-08-06,-0.0006,-0.0004,100.0,518.67,642.12,1564.3,1401.06,14.62,21.56,550.38,2387.17,9032.15,1.3,47.47,518.6,2387.18,8116.56,8.4735,0.03,390,2388,100.0,38.59,23.2157
2019-08-07,-0.0031,0.0001,100.0,518.67,641.58,1582.45,1395.56,14.62,21.57,552.2,2387.91,9046.41,1.3,46.93,520.92,2387.87,8132.28,8.4042,0.03,391,2388,100.0,39.01,23.345
2019-08-08,-0.001,-0.0004,100.0,518.67,641.65,1574.75,1394.11,14.62,21.57,553.04,2387.9,9044.22,1.3,46.89,520.02,2387.92,8134.94,8.4139,0.03,391,2388,100.0,39.02,23.3926
2019-08-09,0.0033,0.0002,100.0,518.67,642.06,1578.94,1401.07,14.62,21.57,552.96,2387.91,9056.64,1.3,47.11,520.88,2387.92,8137.44,8.4415,0.03,391,2388,100.0,39.03,23.2636
2019-08-10,-0.0023,-0.0004,100.0,518.67,641.96,1578.88,1392.74,14.62,21.57,552.46,2387.94,9057.19,1.3,47.11,520.27,2387.93,8135.66,8.3901,0.03,392,2388,100.0,38.87,23.5077
2019-08-11,-0.0001,-0.0005,100.0,518.67,641.8,1582.01,1403.02,14.62,21.56,550.4,2387.29,9031.4,1.3,47.26,518.93,2387.22,8119.15,8.4263,0.03,391,2388,100.0,38.81,23.2789
2019-08-12,0.0003,0.0003,100.0,518.67,642.14,1581.12,1392.56,14.62,21.57,552.71,2387.93,9043.91,1.3,47.06,520.2,2387.86,8132.23,8.414,0.03,392,2388,100.0,38.86,23.3337
2019-08-13,0.001,0.0002,100.0,518.67,641.89,1591.0,1391.19,14.62,21.57,552.54,2387.92,9043.53,1.3,47.06,520.97,2387.87,8135.26,8.3892,0.03,390,2388,100.0,38.88,23.4435
2019-08-14,0.0031,0.0002,100.0,518.67,641.97,1580.96,1391.93,14.62,21.57,552.51,2387.86,9040.36,1.3,47.27,520.24,2387.93,8136.48,8.3901,0.03,390,2388,100.0,38.85,23.3703
2019-08-15,-0.0007,0.0001,100.0,518.67,641.59,1588.46,1392.7,14.62,21.57,553.02,2387.92,9046.33,1.3,47.04,521.0,2387.94,8132.33,8.4001,0.03,390,2388,100.0,38.78,23.4427
2019-08-16,-0.0005,-0.0004,100.0,518.67,642.48,1575.85,1389.51,14.62,21.57,552.29,2387.88,9050.72,1.3,47.0,520.35,2387.94,8126.27,8.3995,0.03,389,2388,100.0,38.96,23.2718
2019-08-17,-0.0,0.0004,100.0,518.67,641.97,1583.66,1390.8,14.62,21.57,552.74,2387.94,9045.61,1.3,47.19,520.69,2387.86,8137.74,8.3942,0.03,390,2388,100.0,38.78,23.3371
2019-08-18,-0.0029,-0.0001,100.0,518.67,641.35,1588.57,1392.35,14.62,21.57,553.79,2387.96,9045.8,1.3,46.99,520.31,2387.98,8128.79,8.3911,0.03,391,2388,100.0,38.82,23.3053
2019-08-19,0.0006,-0.0002,100.0,518.67,641.52,1581.05,1390.51,14.62,21.57,552.27,2387.9,9043.56,1.3,47.13,519.96,2387.91,8126.36,8.3803,0.03,391,2388,100.0,38.94,23.3449
2019-08-20,0.0019,-0.0001,100.0,518.67,642.02,1580.11,1395.59,14.62,21.57,552.58,2387.94,9048.02,1.3,47.19,520.05,2387.92,8127.36,8.4193,0.03,391,2388,100.0,38.98,23.416
2019-08-21,-0.0011,-0.0004,100.0,518.67,641.72,1584.5,1389.0,14.62,21.57,552.74,2387.92,9050.37,1.3,47.16,520.28,2387.9,8125.76,8.3647,0.03,390,2388,100.0,39.27,23.2699
2019-08-22,-0.0028,-0.0004,100.0,518.67,642.04,1583.32,1389.74,14.62,21.57,552.35,2387.92,9053.89,1.3,46.89,521.4,2387.93,8134.62,8.3941,0.03,390,2388,100.0,39.09,23.2925
2019-08-23,-0.0022,-0.0002,100.0,518.67,642.18,1578.39,1398.63,14.62,21.57,552.31,2387.92,9052.31,1.3,47.02,520.01,2387.9,8131.02,8.3993,0.03,392,2388,100.0,38.94,23.3421
2019-08-24,0.004,0.0002,100.0,518.67,642.06,1579.87,1390.05,14.62,21.57,553.02,2387.95,9044.67,1.3,47.23,520.4,2387.95,8133.17,8.3767,0.03,389,2388,100.0,38.89,23.3441
2019-08-25,-0.0012,0.0001,100.0,518.67,641.37,1580.21,1393.48,14.62,21.57,553.05,2387.93,9044.11,1.3,46.87,520.71,2387.97,8134.14,8.3571,0.03,391,2388,100.0,39.0,23.3678
2019-08-26,0.001,-0.0001,100.0,518.67,641.42,1584.03,1389.05,14.62,21.57,553.58,2387.91,9048.02,1.3,47.21,520.81,2387.94,8125.21,8.3628,0.03,390,2388,100.0,39.02,23.2633
2019-08-27,0.0001,0.0004,100.0,518.67,642.31,1586.98,1394.47,14.62,21.56,552.42,2387.92,9046.76,1.3,47.08,520.03,2387.92,8136.03,8.4121,0.03,391,2388,100.0,38.91,23.3748
2019-08-28,-0.0009,0.0,100.0,518.67,642.0,1580.53,1395.12,14.62,21.57,553.24,2387.91,9052.01,1.3,47.09,520.72,2387.94,8131.0,8.4106,0.03,390,2388,100.0,38.86,23.4063
2019-08-29,-0.0043,-0.0003,100.0,518.67,642.08,1579.06,1396.83,14.62,21.57,552.96,2387.89,9051.2,1.3,47.19,520.77,2387.93,8130.47,8.3851,0.03,391,2388,100.0,39.02,23.4204
2019-08-30,-0.0042,0.0004,100.0,518.67,642.25,1586.95,1392.8,14.62,21.57,552.62,2387.92,9042.3,1.3,47.0,521.07,2387.91,8132.41,8.3839,0.03,390,2388,100.0,39.09,23.3045
2019-08-31,-0.0003,-0.0,100.0,518.67,641.47,1585.23,1395.5,14.62,21.57,552.1,2387.96,9047.15,1.3,46.94,520.48,2387.93,8128.45,8.3918,0.03,391,2388,100.0,38.99,23.5041
2019-09-01,0.002,-0.0005,100.0,518.67,641.89,1582.52,1392.54,14.62,21.57,552.2,2387.92,9043.75,1.3,46.81,519.95,2387.94,8132.63,8.377,0.03,389,2388,100.0,38.96,23.392
2019-09-02,0.0029,-0.0002,100.0,518.67,641.76,1580.45,1389.43,14.62,21.56,552.69,2387.88,9041.97,1.3,47.03,520.64,2387.9,8128.25,8.4197,0.03,392,2388,100.0,38.98,23.3281
2019-09-03,-0.003,0.0003,100.0,518.67,641.31,1578.81,1395.21,14.62,21.57,552.91,2387.94,9046.08,1.3,46.92,520.72,2387.92,8133.0,8.4272,0.03,390,2388,100.0,39.07,23.3935
2019-09-04,-0.0003,0.0004,100.0,518.67,641.89,1583.33,1399.24,14.62,21.57,553.26,2387.86,9045.67,1.3,47.06,520.9,2387.97,8131.96,8.3975,0.03,390,2388,100.0,38.95,23.4492
2019-09-05,-0.0001,0.0004,100.0,518.67,641.73,1588.93,1391.03,14.62,21.57,552.63,2387.93,9047.92,1.3,46.98,520.12,2387.91,8131.01,8.4054,0.03,393,2388,100.0,38.78,23.3623
2019-09-06,0.001,-0.0004,100.0,518.67,642.23,1585.72,1393.68,14.62,21.56,551.86,2387.9,9048.48,1.3,46.95,519.86,2387.96,8130.43,8.3865,0.03,391,2388,100.0,38.96,23.4047
2019-09-07,0.0026,0.0004,100.0,518.67,641.69,1580.47,1393.9,14.62,21.56,552.31,2387.92,9039.78,1.3,47.1,520.62,2387.9,8134.0,8.3966,0.03,391,2388,100.0,38.88,23.4328
2019-09-08,0.0022,-0.0003,100.0,518.67,641.72,1581.78,1393.73,14.62,21.57,552.89,2387.95,9046.23,1.3,46.95,520.49,2387.9,8130.63,8.4076,0.03,392,2388,100.0,39.14,23.3117
2019-09-09,0.0011,0.0003,100.0,518.67,641.45,1577.41,1392.15,14.62,21.56,552.39,2387.93,9051.04,1.3,47.06,519.67,2387.93,8130.45,8.396,0.03,389,2388,100.0,38.98,23.3905
2019-09-10,0.0023,-0.0002,100.0,518.67,642.29,1584.24,1394.92,14.62,21.57,553.47,2387.97,9052.74,1.3,46.9,520.66,2387.94,8129.15,8.3403,0.03,390,2388,100.0,38.99,23.4645
2019-09-11,0.0024,-0.0,100.0,518.67,642.48,1579.19,1400.86,14.62,21.57,552.48,2387.94,9056.25,1.3,46.95,520.64,2387.94,8139.43,8.4005,0.03,391,2388,100.0,39.07,23.311
2019-09-12,0.0015,0.0004,100.0,518.67,642.27,1581.88,1398.4,14.62,21.57,552.88,2387.93,9046.37,1.3,47.29,521.05,2387.91,8133.92,8.4215,0.03,392,2388,100.0,39.1,23.3545
2019-09-13,0.0043,-0.0002,100.0,518.67,641.81,1584.89,1394.15,14.62,21.57,553.14,2387.93,9044.74,1.3,47.18,520.99,2387.92,8133.47,8.419,0.03,391,2388,100.0,38.75,23.3718
2019-09-14,-0.002,0.0004,100.0,518.67,641.81,1579.8,1398.99,14.62,21.57,552.16,2387.92,9051.34,1.3,46.87,520.17,2387.9,8134.3,8.406,0.03,391,2388,100.0,39.16,23.3784
2019-09-15,0.0004,-0.0002,100.0,518.67,641.9,1585.27,1391.76,14.62,21.57,552.79,2387.95,9055.43,1.3,47.01,520.75,2387.94,8134.2,8.3648,0.03,391,2388,100.0,39.02,23.4694
2019-09-16,-0.0035,0.0001,100.0,518.67,641.62,1571.42,1390.46,14.62,21.56,553.57,2387.92,9048.0,1.3,47.16,520.59,2387.88,8132.9,8.3678,0.03,389,2388,100.0,38.97,23.3505
2019-09-17,-0.0054,0.0002,100.0,518.67,641.69,1583.81,1397.38,14.62,21.57,552.52,2387.94,9044.29,1.3,47.11,521.07,2387.93,8139.88,8.3924,0.03,390,2388,100.0,38.98,23.3346
2019-09-18,-0.0021,0.0003,100.0,518.67,642.14,1575.55,1389.56,14.62,21.57,552.18,2387.93,9047.82,1.3,47.14,520.88,2387.94,8133.09,8.4239,0.03,391,2388,100.0,39.14,23.3563
2019-09-19,0.0042,0.0002,100.0,518.67,641.68,1584.12,1380.31,14.62,21.57,552.83,2387.92,9040.24,1.3,47.23,520.38,2387.94,8130.83,8.3711,0.03,389,2388,100.0,38.71,23.2141
2019-09-20,0.0022,-0.0004,100.0,518.67,641.58,1584.09,1391.02,14.62,21.57,552.43,2387.95,9042.33,1.3,46.88,520.19,2387.97,8134.67,8.3907,0.03,390,2388,100.0,38.87,23.2927
2019-09-21,0.0029,-0.0001,100.0,518.67,642.01,1575.88,1393.91,14.62,21.57,552.69,2387.95,9051.24,1.3,47.18,521.06,2387.95,8132.99,8.4051,0.03,391,2388,100.0,39.02,23.4176
2019-09-22,0.0029,-0.0001,100.0,518.67,642.33,1575.94,1391.16,14.62,21.57,552.34,2387.89,9039.3,1.3,46.96,520.61,2387.86,8125.8,8.3822,0.03,390,2388,100.0,39.05,23.3576
2019-09-23,-0.001,-0.0001,100.0,518.67,641.89,1577.35,1387.49,14.62,21.57,552.84,2387.94,9053.77,1.3,47.03,521.0,2387.98,8129.16,8.3823,0.03,391,2388,100.0,39.05,23.4701
2019-09-24,0.0003,-0.0001,100.0,518.67,642.04,1588.12,1396.41,14.62,21.57,553.07,2387.91,9048.35,1.3,47.16,521.04,2387.92,8132.45,8.3647,0.03,390,2388,100.0,38.97,23.3171
2019-09-25,0.0002,-0.0,100.0,518.67,641.89,1583.34,1393.25,14.62,21.57,552.3,2387.96,9051.72,1.3,47.15,520.49,2387.9,8126.4,8.3772,0.03,390,2388,100.0,39.17,23.3278
2019-09-26,-0.0018,0.0005,100.0,518.67,641.97,1580.24,1393.04,14.62,21.57,552.4,2387.92,9046.98,1.3,47.05,520.35,2387.98,8132.66,8.4281,0.03,391,2388,100.0,39.04,23.3587
2019-09-27,-0.0037,-0.0005,100.0,518.67,642.15,1575.13,1391.55,14.62,21.57,552.42,2387.93,9045.85,1.3,47.17,520.71,2387.94,8131.89,8.4132,0.03,391,2388,100.0,39.02,23.2968
2019-09-28,0.0015,-0.0002,100.0,518.67,642.39,1581.13,1390.86,14.62,21.57,552.03,2387.94,9048.42,1.3,47.13,520.86,2387.91,8136.61,8.4021,0.03,392,2388,100.0,38.95,23.4195
2019-09-29,-0.004,-0.0,100.0,518.67,641.91,1577.77,1399.43,14.62,21.57,553.52,2387.89,9052.04,1.3,47.17,520.51,2387.93,8128.1,8.3897,0.03,391,2388,100.0,39.04,23.3446
2019-09-30,-0.0044,0.0005,100.0,518.67,641.92,1575.36,1387.88,14.62,21.57,553.45,2387.94,9051.74,1.3,46.77,520.79,2387.91,8130.96,8.3854,0.03,390,2388,100.0,38.97,23.346
2019-10-01,0.0015,0.0002,100.0,518.67,642.03,1579.09,1392.12,14.62,21.56,552.47,2387.97,9051.88,1.3,47.0,520.93,2387.96,8132.47,8.389,0.03,389,2388,100.0,38.88,23.3378
2019-10-02,0.0004,-0.0001,100.0,518.67,641.9,1586.52,1387.92,14.62,21.57,552.58,2387.93,9048.79,1.3,46.99,520.5,2387.96,8129.46,8.3649,0.03,389,2388,100.0,38.99,23.388
2019-10-03,-0.0015,0.0004,100.0,518.67,642.04,1579.34,1391.24,14.62,21.57,552.23,2387.98,9043.93,1.3,47.13,521.11,2387.94,8137.6,8.3965,0.03,389,2388,100.0,38.92,23.4287
2019-10-04,0.0012,-0.0,100.0,518.67,641.51,1585.63,1390.03,14.62,21.57,552.37,2387.92,9044.51,1.3,47.1,520.38,2387.93,8133.3,8.3378,0.03,391,2388,100.0,38.92,23.3604
2019-10-05,-0.0013,-0.0001,100.0,518.67,641.82,1581.67,1391.34,14.62,21.57,552.23,2387.94,9044.48,1.3,46.98,521.01,2387.89,8136.26,8.4003,0.03,391,2388,100.0,38.93,23.2788
2019-10-06,-0.0021,0.0001,100.0,518.67,641.63,1585.37,1390.62,14.62,21.57,553.12,2387.94,9043.42,1.3,47.15,520.81,2387.96,8133.46,8.4068,0.03,390,2388,100.0,39.03,23.3839
2019-10-07,-0.002,0.0001,100.0,518.67,641.62,1574.89,1397.75,14.62,21.57,553.31,2387.92,9050.98,1.3,46.96,520.77,2387.95,8133.29,8.4041,0.03,390,2388,100.0,39.04,23.4369
2019-10-08,0.0009,0.0002,100.0,518.67,641.81,1581.88,1394.77,14.62,21.57,552.49,2387.97,9050.72,1.3,47.04,520.6,2387.97,8130.45,8.4175,0.03,392,2388,100.0,38.82,23.3448
2019-10-09,-0.0044,-0.0004,100.0,518.67,641.4,1579.28,1393.84,14.62,21.57,553.5,2387.88,9054.3,1.3,47.16,520.83,2387.94,8128.64,8.3854,0.03,390,2388,100.0,38.93,23.5138
2019-10-10,0.0024,0.0004,100.0,518.67,642.2,1583.0,1396.91,14.62,21.57,553.22,2387.92,9043.18,1.3,46.92,520.83,2387.94,8121.1,8.4265,0.03,391,2388,100.0,38.89,23.4173
2019-10-11,-0.0006,-0.0003,100.0,518.67,641.49,1583.2,1394.88,14.62,21.57,552.82,2387.88,9045.56,1.3,46.85,520.72,2387.94,8132.39,8.4205,0.03,391,2388,100.0,39.06,23.3585
2019-10-12,-0.0027,0.0,100.0,518.67,642.16,1583.26,1392.94,14.62,21.57,552.95,2387.9,9046.38,1.3,47.08,520.98,2387.92,8130.54,8.4041,0.03,390,2388,100.0,38.85,23.369
2019-10-13,0.0017,-0.0004,100.0,518.67,641.91,1577.67,1396.78,14.62,21.57,553.42,2387.98,9055.86,1.3,47.18,521.47,2387.91,8134.46,8.3718,0.03,391,2388,100.0,38.88,23.3814
2019-10-14,-0.001,0.0004,100.0,518.67,642.13,1586.93,1396.92,14.62,21.56,552.32,2387.95,9046.12,1.3,47.08,520.44,2387.88,8131.16,8.4172,0.03,392,2388,100.0,39.03,23.4759
2019-10-15,0.003,-0.0003,100.0,518.67,642.5,1575.07,1398.52,14.62,21.57,553.25,2387.95,9047.6,1.3,47.13,520.55,2387.95,8134.04,8.408,0.03,391,2388,100.0,39.0,23.375
2019-10-16,-0.0041,0.0001,100.0,518.67,642.02,1578.66,1393.18,14.62,21.57,553.0,2387.93,9039.33,1.3,47.25,520.82,2387.95,8132.11,8.4127,0.03,390,2388,100.0,39.04,23.4171
2019-10-17,-0.002,-0.0,100.0,518.67,642.23,1579.79,1380.3,14.62,21.56,552.18,2387.91,9050.86,1.3,47.05,521.02,2387.97,8136.92,8.3661,0.03,390,2388,100.0,39.02,23.3792
2019-10-18,-0.0017,-0.0004,100.0,518.67,641.93,1573.61,1395.85,14.62,21.56,552.34,2387.87,9055.25,1.3,47.05,520.23,2387.89,8129.83,8.3695,0.03,390,2388,100.0,38.83,23.5246
2019-10-19,-0.0001,-0.0002,100.0,518.67,641.88,1580.53,1390.09,14.62,21.56,552.78,2387.94,9044.96,1.3,46.93,520.09,2387.94,8133.42,8.3795,0.03,391,2388,100.0,38.91,23.3072
2019-10-20,0.0038,-0.0003,100.0,518.67,642.06,1585.28,1392.34,14.62,21.57,552.9,2387.93,9044.38,1.3,47.09,520.95,2387.95,8131.28,8.3932,0.03,392,2388,100.0,39.06,23.4386
2019-10-21,-0.0046,0.0003,100.0,518.67,641.61,1575.83,1395.19,14.62,21.57,552.54,2387.92,9053.56,1.3,47.05,520.63,2387.9,8130.84,8.3825,0.03,391,2388,100.0,38.93,23.3742
2019-10-22,-0.003,0.0004,100.0,518.67,641.71,1586.03,1387.88,14.62,21.57,552.42,2387.91,9055.58,1.3,47.07,521.37,2387.97,8139.1,8.3615,0.03,392,2388,100.0,39.07,23.3532
2019-10-23,-0.0039,-0.0,100.0,518.67,642.43,1581.27,1389.96,14.62,21.57,553.87,2387.99,9045.41,1.3,47.14,521.21,2387.9,8133.73,8.3727,0.03,393,2388,100.0,38.98,23.4486
2019-10-24,0.0006,-0.0004,100.0,518.67,642.17,1587.08,1400.35,14.62,21.56,553.0,2387.93,9051.27,1.3,47.0,520.88,2387.91,8129.85,8.3474,0.03,389,2388,100.0,38.89,23.391
2019-10-25,-0.0009,0.0003,100.0,518.67,641.82,1580.14,1395.43,14.62,21.56,552.6,2387.99,9052.84,1.3,47.02,520.31,2387.94,8134.03,8.391,0.03,392,2388,100.0,38.84,23.3705
2019-10-26,0.0015,0.0001,100.0,518.67,641.6,1584.53,1394.25,14.62,21.56,553.62,2387.87,9039.93,1.3,47.23,520.98,2387.92,8131.65,8.4007,0.03,392,2388,100.0,39.05,23.3882
2019-10-27,0.0003,-0.0001,100.0,518.67,641.55,1575.65,1400.44,14.62,21.56,552.66,2387.92,9048.75,1.3,47.1,520.81,2387.92,8131.12,8.3936,0.03,392,2388,100.0,38.83,23.3353
2019-10-28,-0.0021,0.0004,100.0,518.67,641.96,1581.28,1394.72,14.62,21.57,552.54,2387.95,9047.49,1.3,47.05,521.03,2387.91,8133.48,8.4171,0.03,391,2388,100.0,38.99,23.3875
2019-10-29,-0.0016,-0.0004,100.0,518.67,642.02,1580.48,1400.76,14.62,21.56,552.98,2387.95,9047.81,1.3,47.17,520.78,2387.95,8135.0,8.4019,0.03,391,2388,100.0,39.15,23.4006
2019-10-30,-0.0006,-0.0003,100.0,518.67,642.07,1585.79,1396.52,14.62,21.56,552.53,2387.93,9044.9,1.3,46.96,520.48,2387.95,8135.4,8.4166,0.03,392,2388,100.0,39.07,23.3493
2019-10-31,0.0004,-0.0001,100.0,518.67,642.23,1578.82,1390.48,14.62,21.56,551.9,2387.92,9049.79,1.3,46.97,520.55,2387.94,8130.59,8.4116,0.03,392,2388,100.0,38.98,23.2954
2019-11-01,0.0018,-0.0004,100.0,518.67,641.99,1580.39,1389.07,14.62,21.56,553.17,2387.94,9050.22,1.3,46.9,520.83,2387.98,8134.7,8.3609,0.03,392,2388,100.0,39.17,23.3398
2019-11-02,-0.0004,-0.0003,100.0,518.67,642.23,1583.77,1391.87,14.62,21.57,553.06,2387.96,9046.12,1.3,47.13,521.32,2387.95,8133.63,8.3781,0.03,391,2388,100.0,39.03,23.4249
2019-11-03,0.0012,-0.0002,100.0,518.67,641.9,1581.01,1389.23,14.62,21.57,553.56,2387.98,9041.52,1.3,47.17,520.96,2387.96,8134.0,8.3735,0.03,391,2388,100.0,39.06,23.4466
2019-11-04,-0.0027,0.0002,100.0,518.67,641.7,1586.94,1393.57,14.62,21.57,553.46,2387.94,9049.22,1.3,47.03,520.84,2387.94,8129.49,8.3846,0.03,390,2388,100.0,39.0,23.4175
2019-11-05,-0.0003,-0.0004,100.0,518.67,641.85,1577.87,1393.89,14.62,21.57,553.69,2388.01,9048.8,1.3,47.04,521.95,2387.94,8136.5,8.3598,0.03,391,2388,100.0,38.67,23.3508
2019-11-06,0.0029,0.0003,100.0,518.67,641.68,1582.65,1390.79,14.62,21.57,553.14,2387.93,9047.6,1.3,47.05,520.76,2387.94,8133.4,8.3788,0.03,390,2388,100.0,38.95,23.4603
2019-11-07,-0.0016,-0.0004,100.0,518.67,642.3,1580.39,1390.69,14.62,21.57,553.73,2387.96,9052.49,1.3,47.14,521.22,2388.0,8132.09,8.3652,0.03,391,2388,100.0,38.8,23.3802
2019-11-08,0.0002,0.0001,100.0,518.67,641.77,1587.37,1394.61,14.62,21.57,553.59,2387.96,9053.23,1.3,47.07,521.62,2387.93,8136.28,8.3515,0.03,392,2388,100.0,38.92,23.4445
2019-11-09,0.0005,0.0003,100.0,518.67,641.29,1583.08,1393.83,14.62,21.57,553.28,2388.0,9049.23,1.3,47.11,521.26,2387.94,8134.81,8.4025,0.03,391,2388,100.0,39.05,23.3973
2019-11-10,0.0027,-0.0001,100.0,518.67,641.91,1583.97,1393.89,14.62,21.57,553.46,2387.95,9045.76,1.3,46.98,520.92,2387.98,8135.21,8.3998,0.03,390,2388,100.0,38.89,23.4282
2019-11-11,0.0028,-0.0002,100.0,518.67,642.21,1577.47,1390.28,14.62,21.56,553.28,2387.94,9044.45,1.3,47.16,520.67,2388.0,8138.63,8.4007,0.03,392,2388,100.0,38.87,23.3602
2019-11-12,-0.0022,0.0,100.0,518.67,641.6,1580.85,1399.19,14.62,21.56,553.04,2387.97,9049.53,1.3,47.22,520.91,2387.98,8135.48,8.3865,0.03,392,2388,100.0,39.04,23.3756
2019-11-13,-0.0012,-0.0,100.0,518.67,642.06,1581.16,1400.33,14.62,21.57,553.0,2387.94,9047.16,1.3,47.37,521.4,2387.97,8138.3,8.3905,0.03,391,2388,100.0,39.03,23.3982
2019-11-14,0.0034,0.0002,100.0,518.67,642.12,1587.61,1394.73,14.62,21.57,553.56,2387.96,9057.56,1.3,47.17,521.25,2387.94,8136.35,8.3852,0.03,392,2388,100.0,39.0,23.5287
2019-11-15,0.0007,0.0003,100.0,518.67,641.31,1577.62,1397.57,14.62,21.56,553.26,2387.93,9050.61,1.3,47.08,520.7,2387.95,8133.85,8.3757,0.03,390,2388,100.0,38.69,23.4042
2019-11-16,-0.0004,-0.0001,100.0,518.67,641.94,1582.43,1392.84,14.62,21.57,552.76,2387.98,9050.22,1.3,46.99,521.53,2387.93,8132.82,8.3853,0.03,391,2388,100.0,39.02,23.4305
2019-11-17,0.0011,-0.0004,100.0,518.67,642.16,1580.57,1396.35,14.62,21.56,553.08,2387.93,9044.69,1.3,47.01,520.65,2387.89,8131.7,8.3673,0.03,389,2388,100.0,38.94,23.2448
2019-11-18,0.0008,0.0004,100.0,518.67,642.07,1587.48,1396.11,14.62,21.56,552.87,2387.9,9044.56,1.3,47.17,520.95,2387.9,8134.4,8.3954,0.03,392,2388,100.0,38.98,23.3588
2019-11-19,0.0018,0.0004,100.0,518.67,641.6,1592.21,1391.63,14.62,21.57,553.39,2388.01,9049.93,1.3,47.09,521.24,2387.91,8129.87,8.3871,0.03,391,2388,100.0,39.05,23.3748
2019-11-20,-0.0013,-0.0004,100.0,518.67,641.75,1582.69,1398.46,14.62,21.57,552.9,2387.95,9045.6,1.3,46.93,521.22,2387.94,8132.17,8.3992,0.03,390,2388,100.0,38.84,23.3959
2019-11-21,0.003,-0.0004,100.0,518.67,642.19,1583.33,1396.34,14.62,21.57,553.36,2387.97,9052.67,1.3,47.13,520.98,2388.0,8132.07,8.3552,0.03,392,2388,100.0,39.05,23.4575
2019-11-22,-0.0005,0.0001,100.0,518.67,641.6,1581.56,1393.39,14.62,21.57,552.97,2387.93,9046.41,1.3,46.96,521.09,2387.91,8133.02,8.3892,0.03,389,2388,100.0,38.81,23.4888
2019-11-23,-0.0013,-0.0003,100.0,518.67,641.9,1579.17,1396.14,14.62,21.56,553.16,2387.92,9040.39,1.3,47.03,521.0,2387.89,8137.2,8.3632,0.03,389,2388,100.0,39.2,23.4171
2019-11-24,0.0036,0.0,100.0,518.67,642.09,1577.41,1390.41,14.62,21.57,554.09,2388.0,9048.66,1.3,46.94,521.29,2387.98,8138.88,8.3664,0.03,391,2388,100.0,38.86,23.4117
2019-11-25,-0.0001,-0.0003,100.0,518.67,642.06,1584.97,1400.02,14.62,21.56,552.98,2387.98,9043.27,1.3,47.07,521.46,2387.99,8135.19,8.4107,0.03,391,2388,100.0,38.86,23.4104
2019-11-26,-0.001,-0.0002,100.0,518.67,642.03,1574.36,1400.86,14.62,21.57,553.86,2387.96,9047.76,1.3,46.99,521.18,2387.97,8136.8,8.3876,0.03,393,2388,100.0,38.96,23.3646
2019-11-27,0.0009,-0.0,100.0,518.67,642.61,1577.91,1392.09,14.62,21.56,553.68,2387.94,9050.23,1.3,47.18,521.05,2387.94,8136.97,8.3815,0.03,390,2388,100.0,38.89,23.3669
2019-11-28,-0.0002,0.0005,100.0,518.67,641.75,1584.95,1394.1,14.62,21.57,553.74,2387.98,9047.65,1.3,46.96,521.34,2387.98,8132.25,8.3795,0.03,390,2388,100.0,39.04,23.42
2019-11-29,0.0011,-0.0004,100.0,518.67,641.95,1589.09,1393.24,14.62,21.57,553.69,2387.97,9045.92,1.3,47.18,522.19,2387.96,8134.52,8.4031,0.03,392,2388,100.0,38.98,23.5035
2019-11-30,0.001,0.0001,100.0,518.67,641.99,1589.01,1397.63,14.62,21.56,553.51,2387.89,9048.24,1.3,47.09,521.24,2387.98,8135.64,8.3592,0.03,392,2388,100.0,38.97,23.283
2019-12-01,-0.0027,-0.0002,100.0,518.67,642.06,1581.0,1385.94,14.62,21.56,553.55,2387.97,9049.81,1.3,47.17,521.74,2388.0,8128.81,8.3944,0.03,389,2388,100.0,38.89,23.3322
2019-12-02,0.001,-0.0002,100.0,518.67,641.57,1580.59,1397.01,14.62,21.57,554.28,2387.96,9054.62,1.3,47.17,522.03,2387.99,8137.11,8.3685,0.03,391,2388,100.0,39.14,23.418
2019-12-03,-0.0025,-0.0001,100.0,518.67,641.52,1587.41,1389.72,14.62,21.56,553.13,2387.99,9055.07,1.3,47.0,521.47,2387.96,8132.95,8.3797,0.03,392,2388,100.0,38.94,23.2508
2019-12-04,0.0022,-0.0005,100.0,518.67,642.07,1580.06,1390.34,14.62,21.57,553.67,2387.98,9048.95,1.3,47.08,521.9,2387.94,8133.86,8.3939,0.03,391,2388,100.0,39.12,23.3585
2019-12-05,-0.0004,0.0002,100.0,518.67,641.7,1584.17,1396.58,14.62,21.57,553.67,2387.97,9050.5,1.3,47.29,521.79,2387.93,8141.38,8.3968,0.03,391,2388,100.0,38.88,23.472
2019-12-06,0.0002,0.0004,100.0,518.67,641.7,1586.81,1391.18,14.62,21.56,553.16,2387.92,9046.17,1.3,47.08,520.75,2387.9,8131.73,8.3817,0.03,391,2388,100.0,38.97,23.3608
2019-12-07,-0.004,0.0002,100.0,518.67,642.04,1575.96,1393.65,14.62,21.56,553.52,2387.97,9046.69,1.3,47.04,521.36,2387.96,8135.31,8.4112,0.03,392,2388,100.0,38.97,23.4037
