,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2020-03-17,-0.0004,-0.0002,100.0,518.67,642.85,1593.73,1399.62,14.62,21.61,553.67,2388.07,9063.69,1.3,47.36,521.89,2388.07,8143.92,8.3974,0.03,392,2388,100.0,39.09,23.3455
2020-03-18,0.0004,-0.0001,100.0,518.67,642.42,1584.76,1407.82,14.62,21.61,554.5,2388.12,9059.14,1.3,47.48,521.76,2388.1,8145.05,8.4516,0.03,392,2388,100.0,38.96,23.3351
2020-03-19,0.0004,0.0002,100.0,518.67,641.84,1580.54,1395.35,14.62,21.61,553.91,2388.03,9061.37,1.3,47.33,522.0,2388.09,8141.99,8.4,0.03,393,2388,100.0,38.91,23.4673
2020-03-20,0.0039,0.0004,100.0,518.67,642.81,1586.95,1399.36,14.62,21.61,554.45,2388.06,9055.85,1.3,47.26,522.28,2388.08,8143.98,8.4121,0.03,391,2388,100.0,38.99,23.3966
2020-03-21,-0.0002,0.0003,100.0,518.67,642.47,1595.17,1410.53,14.62,21.61,553.81,2388.06,9055.68,1.3,47.31,521.71,2388.08,8144.52,8.4569,0.03,393,2388,100.0,38.85,23.3513
2020-03-22,0.0043,-0.0001,100.0,518.67,643.03,1586.19,1398.67,14.62,21.61,554.54,2388.05,9062.58,1.3,47.24,521.76,2388.08,8135.1,8.423,0.03,392,2388,100.0,38.92,23.3746
2020-03-23,0.0007,0.0003,100.0,518.67,642.72,1587.54,1398.83,14.62,21.61,553.7,2388.05,9062.17,1.3,47.59,521.63,2388.09,8139.13,8.4491,0.03,393,2388,100.0,38.88,23.3793
2020-03-24,0.0036,-0.0001,100.0,518.67,642.7,1584.84,1401.79,14.62,21.61,553.51,2388.05,9063.84,1.3,47.5,521.5,2388.07,8142.75,8.4279,0.03,394,2388,100.0,38.95,23.3947
2020-03-25,-0.0005,0.0006,100.0,518.67,642.8,1590.6,1400.82,14.62,21.61,553.7,2388.07,9067.89,1.3,47.44,521.15,2388.03,8144.77,8.4144,0.03,392,2388,100.0,38.81,23.3299
2020-03-26,0.0002,0.0006,100.0,518.67,642.97,1586.14,1395.25,14.62,21.61,553.38,2388.07,9065.72,1.3,47.54,522.08,2388.09,8145.41,8.4291,0.03,396,2388,100.0,38.76,23.3411
2020-03-27,0.004,0.0,100.0,518.67,643.0,1587.71,1407.55,14.62,21.61,553.62,2388.08,9061.75,1.3,47.42,522.04,2388.05,8145.31,8.4136,0.03,392,2388,100.0,38.78,23.3212
2020-03-28,0.0004,0.0003,100.0,518.67,642.72,1580.79,1410.06,14.62,21.61,553.34,2388.09,9059.14,1.3,47.42,521.9,2388.09,8142.5,8.4008,0.03,393,2388,100.0,38.89,23.421
2020-03-29,0.0014,-0.0002,100.0,518.67,642.14,1581.18,1397.13,14.62,21.61,553.58,2388.09,9066.84,1.3,47.33,521.42,2388.07,8148.79,8.4213,0.03,393,2388,100.0,38.71,23.2888
2020-03-30,-0.0013,0.0005,100.0,518.67,642.56,1584.47,1407.38,14.62,21.61,554.62,2388.08,9059.22,1.3,47.47,521.88,2388.1,8147.61,8.4244,0.03,393,2388,100.0,38.94,23.4063
2020-03-31,0.0004,0.0002,100.0,518.67,643.06,1586.04,1403.21,14.62,21.61,553.2,2388.0,9058.87,1.3,47.34,522.12,2388.07,8147.8,8.4066,0.03,393,2388,100.0,38.91,23.3165
2020-04-01,-0.0038,-0.0002,100.0,518.67,642.84,1591.72,1401.68,14.62,21.61,553.29,2388.08,9064.4,1.3,47.28,521.52,2388.07,8136.72,8.4392,0.03,393,2388,100.0,38.96,23.3693
2020-04-02,0.0047,-0.0002,100.0,518.67,642.15,1591.06,1400.36,14.62,21.61,553.91,2388.1,9064.03,1.3,47.28,522.14,2388.03,8144.75,8.4294,0.03,393,2388,100.0,38.77,23.3491
2020-04-03,0.0068,-0.0002,100.0,518.67,642.89,1586.41,1399.67,14.62,21.61,553.18,2388.05,9062.65,1.3,47.51,521.89,2388.08,8147.8,8.441,0.03,394,2388,100.0,38.92,23.3798
2020-04-04,0.0004,-0.0003,100.0,518.67,642.25,1585.55,1401.97,14.62,21.61,552.98,2388.08,9067.17,1.3,47.53,521.69,2388.15,8141.35,8.4156,0.03,392,2388,100.0,39.09,23.3321
2020-04-05,-0.0002,-0.0003,100.0,518.67,642.6,1581.1,1408.07,14.62,21.61,553.51,2388.1,9059.78,1.3,47.44,521.58,2388.12,8150.37,8.4171,0.03,393,2388,100.0,38.94,23.3922
2020-04-06,0.0034,0.0002,100.0,518.67,642.03,1588.69,1409.67,14.62,21.61,553.78,2388.07,9064.11,1.3,47.51,521.72,2388.09,8146.47,8.425,0.03,392,2388,100.0,38.79,23.4405
2020-04-07,-0.0018,-0.0002,100.0,518.67,642.73,1582.7,1402.74,14.62,21.61,552.93,2388.11,9064.31,1.3,47.27,521.4,2388.1,8146.88,8.4491,0.03,393,2388,100.0,38.9,23.3185
2020-04-08,0.0007,-0.0001,100.0,518.67,642.36,1589.17,1416.48,14.62,21.61,553.54,2388.12,9058.92,1.3,47.64,521.4,2388.09,8145.08,8.4179,0.03,392,2388,100.0,38.83,23.3724
2020-04-09,0.0014,0.0004,100.0,518.67,642.52,1585.39,1408.59,14.62,21.61,553.63,2388.12,9066.71,1.3,47.44,521.47,2388.1,8137.85,8.4446,0.03,393,2388,100.0,38.99,23.468
2020-04-10,-0.0056,-0.0001,100.0,518.67,642.61,1594.77,1407.47,14.62,21.61,553.89,2388.09,9065.91,1.3,47.65,522.0,2388.04,8141.27,8.431,0.03,394,2388,100.0,38.92,23.2666
2020-04-11,0.0018,-0.0004,100.0,518.67,643.11,1587.07,1403.95,14.62,21.61,553.14,2388.06,9060.73,1.3,47.58,521.42,2388.11,8148.36,8.4498,0.03,392,2388,100.0,38.74,23.2875
2020-04-12,0.0049,0.0006,100.0,518.67,643.02,1590.9,1409.17,14.62,21.61,554.13,2388.02,9069.91,1.3,47.35,521.99,2388.05,8145.03,8.4406,0.03,393,2388,100.0,38.98,23.2454
2020-04-13,0.0009,-0.0004,100.0,518.67,642.25,1593.38,1415.49,14.62,21.61,553.57,2387.99,9066.17,1.3,47.36,521.5,2388.06,8142.29,8.46,0.03,391,2388,100.0,38.99,23.2905
2020-04-14,-0.0044,0.0005,100.0,518.67,642.44,1593.48,1405.72,14.62,21.61,553.31,2388.0,9063.8,1.3,47.64,521.36,2388.08,8147.15,8.3912,0.03,392,2388,100.0,38.94,23.3353
2020-04-15,0.0036,-0.0001,100.0,518.67,642.78,1586.57,1405.69,14.62,21.61,553.7,2388.08,9069.91,1.3,47.29,521.22,2388.08,8146.55,8.4254,0.03,393,2388,100.0,38.86,23.37
2020-04-16,0.0009,0.0001,100.0,518.67,643.15,1592.3,1408.39,14.62,21.61,554.17,2388.03,9064.26,1.3,47.44,521.99,2388.09,8137.95,8.4565,0.03,394,2388,100.0,38.84,23.2099
2020-04-17,-0.005,0.0003,100.0,518.67,642.66,1589.02,1414.92,14.62,21.61,553.1,2388.12,9075.71,1.3,47.39,521.44,2388.04,8145.73,8.4455,0.03,392,2388,100.0,39.0,23.3276
2020-04-18,-0.0023,0.0002,100.0,518.67,642.15,1584.49,1406.31,14.62,21.61,553.37,2388.08,9068.67,1.3,47.51,521.22,2388.11,8143.43,8.4518,0.03,392,2388,100.0,38.71,23.1826
2020-04-19,0.0003,0.0004,100.0,518.67,642.36,1595.93,1411.4,14.62,21.61,553.74,2388.07,9062.56,1.3,47.57,521.82,2388.09,8141.89,8.4591,0.03,392,2388,100.0,38.77,23.2496
2020-04-20,0.0017,0.0005,100.0,518.67,642.25,1586.46,1405.28,14.62,21.61,553.54,2388.04,9065.26,1.3,47.58,521.86,2388.01,8147.64,8.4263,0.03,394,2388,100.0,38.92,23.3511
2020-04-21,0.0032,0.0004,100.0,518.67,642.86,1586.17,1409.86,14.62,21.61,552.95,2388.1,9070.19,1.3,47.41,521.17,2388.08,8146.26,8.4229,0.03,394,2388,100.0,38.75,23.3101
2020-04-22,-0.0014,-0.0002,100.0,518.67,642.87,1596.91,1407.65,14.62,21.61,553.52,2388.08,9065.16,1.3,47.49,522.08,2388.15,8145.78,8.4494,0.03,392,2388,100.0,38.79,23.2869
2020-04-23,0.0006,0.0003,100.0,518.67,642.6,1589.27,1408.59,14.62,21.61,553.78,2388.09,9061.69,1.3,47.57,521.01,2388.07,8150.08,8.4584,0.03,393,2388,100.0,38.86,23.2585
2020-04-24,0.0021,-0.0003,100.0,518.67,642.99,1582.97,1404.81,14.62,21.61,553.18,2388.12,9071.09,1.3,47.55,521.91,2388.12,8144.0,8.4418,0.03,392,2388,100.0,38.75,23.1988
2020-04-25,-0.002,0.0005,100.0,518.67,642.32,1590.81,1400.93,14.62,21.61,553.53,2388.1,9069.23,1.3,47.51,521.19,2388.06,8145.3,8.456,0.03,393,2388,100.0,38.81,23.2489
2020-04-26,-0.0036,0.0006,100.0,518.67,642.88,1586.73,1410.75,14.62,21.61,553.39,2388.1,9067.92,1.3,47.6,520.7,2388.08,8146.48,8.4276,0.03,394,2388,100.0,38.76,23.272
2020-04-27,-0.0003,0.0002,100.0,518.67,642.83,1587.84,1401.23,14.62,21.61,554.13,2388.07,9069.67,1.3,47.53,521.08,2388.1,8144.87,8.4484,0.03,394,2388,100.0,38.85,23.3239
2020-04-28,0.0049,-0.0002,100.0,518.67,642.36,1595.61,1411.2,14.62,21.61,552.86,2388.07,9066.54,1.3,47.67,521.8,2388.08,8151.65,8.4819,0.03,394,2388,100.0,38.79,23.2708
2020-04-29,0.0026,-0.0001,100.0,518.67,642.68,1587.31,1416.05,14.62,21.61,554.1,2388.15,9071.28,1.3,47.57,521.91,2388.08,8155.03,8.4459,0.03,395,2388,100.0,38.81,23.2242
2020-04-30,0.0,0.0003,100.0,518.67,642.7,1590.96,1410.03,14.62,21.61,553.09,2388.11,9074.01,1.3,47.41,521.77,2388.08,8147.49,8.4639,0.03,394,2388,100.0,38.9,23.2843
2020-05-01,0.0018,-0.0004,100.0,518.67,642.3,1587.78,1404.82,14.62,21.61,552.81,2388.16,9069.58,1.3,47.58,521.31,2388.1,8147.46,8.409,0.03,394,2388,100.0,38.92,23.3193
2020-05-02,-0.0006,0.0001,100.0,518.67,642.86,1592.53,1410.94,14.62,21.61,553.34,2388.04,9069.7,1.3,47.38,520.89,2388.14,8148.28,8.4454,0.03,394,2388,100.0,38.72,23.217
2020-05-03,0.0037,-0.0002,100.0,518.67,642.8,1591.99,1412.24,14.62,21.61,553.87,2388.15,9066.78,1.3,47.44,521.27,2388.12,8144.84,8.4568,0.03,395,2388,100.0,38.63,23.2818
2020-05-04,0.0012,0.0003,100.0,518.67,642.91,1587.34,1411.85,14.62,21.61,553.27,2388.09,9065.28,1.3,47.62,521.22,2388.12,8148.45,8.443,0.03,395,2388,100.0,38.86,23.2849
2020-05-05,-0.0025,-0.0,100.0,518.67,643.26,1587.16,1409.76,14.62,21.61,553.41,2388.15,9075.77,1.3,47.59,521.13,2388.09,8148.11,8.4529,0.03,392,2388,100.0,38.72,23.1264
2020-05-06,0.0019,0.0002,100.0,518.67,643.02,1589.79,1417.39,14.62,21.61,553.51,2388.06,9070.83,1.3,47.63,521.25,2388.12,8148.6,8.428,0.03,394,2388,100.0,38.86,23.2365
2020-05-07,0.0003,0.0004,100.0,518.67,642.95,1583.21,1412.13,14.62,21.61,552.92,2388.14,9063.2,1.3,47.86,521.66,2388.1,8143.07,8.4203,0.03,393,2388,100.0,38.75,23.2149
2020-05-08,-0.0016,0.0004,100.0,518.67,642.52,1590.58,1411.2,14.62,21.61,553.39,2388.13,9067.34,1.3,47.59,521.26,2388.14,8150.77,8.4557,0.03,394,2388,100.0,38.78,23.3441
2020-05-09,-0.0009,0.0001,100.0,518.67,642.94,1584.12,1418.52,14.62,21.61,552.64,2388.11,9056.64,1.3,47.79,520.86,2388.11,8150.94,8.4503,0.03,395,2388,100.0,38.76,23.2837
2020-05-10,0.0015,0.0005,100.0,518.67,642.59,1588.72,1417.96,14.62,21.61,552.39,2388.16,9066.89,1.3,47.65,521.0,2388.12,8142.92,8.4472,0.03,395,2388,100.0,38.65,23.2944
2020-05-11,0.0003,-0.0003,100.0,518.67,642.43,1593.95,1415.0,14.62,21.61,552.93,2388.12,9077.34,1.3,47.63,521.34,2388.13,8148.0,8.4117,0.03,394,2388,100.0,38.85,23.1141
2020-05-12,0.0019,-0.0001,100.0,518.67,642.92,1594.25,1412.85,14.62,21.61,552.88,2388.1,9071.09,1.3,47.72,520.42,2388.17,8144.91,8.4782,0.03,395,2388,100.0,38.61,23.2892
2020-05-13,-0.0032,0.0004,100.0,518.67,643.23,1591.63,1410.25,14.62,21.61,552.91,2388.1,9076.99,1.3,47.88,521.01,2388.08,8148.98,8.4763,0.03,394,2388,100.0,38.73,23.1916
2020-05-14,0.0008,-0.0004,100.0,518.67,643.05,1594.06,1412.05,14.62,21.61,553.03,2388.1,9071.09,1.3,47.52,521.07,2388.09,8150.26,8.467,0.03,393,2388,100.0,38.95,23.2472
2020-05-15,-0.0018,0.0002,100.0,518.67,643.31,1598.34,1414.3,14.62,21.61,553.4,2388.15,9072.25,1.3,47.66,520.59,2388.08,8150.2,8.4697,0.03,397,2388,100.0,38.58,23.1944
2020-05-16,0.0004,0.0003,100.0,518.67,643.23,1594.39,1416.36,14.62,21.61,552.9,2388.1,9067.97,1.3,47.72,520.86,2388.09,8148.94,8.4795,0.03,393,2388,100.0,38.68,23.1565
2020-05-17,-0.002,0.0,100.0,518.67,643.07,1595.11,1416.56,14.62,21.61,553.13,2388.13,9073.3,1.3,47.57,520.95,2388.14,8147.01,8.5085,0.03,395,2388,100.0,38.6,23.2092
2020-05-18,-0.0002,0.0004,100.0,518.67,642.77,1596.98,1417.6,14.62,21.61,552.39,2388.16,9079.46,1.3,47.96,520.86,2388.09,8154.32,8.4676,0.03,395,2388,100.0,38.71,23.19
2020-05-19,-0.0014,0.0003,100.0,518.67,642.88,1596.73,1413.26,14.62,21.61,552.18,2388.18,9069.79,1.3,47.7,521.17,2388.14,8150.01,8.4128,0.03,395,2388,100.0,38.77,23.1112
2020-05-20,-0.0009,-0.0,100.0,518.67,643.01,1589.52,1416.31,14.62,21.61,552.72,2388.1,9079.24,1.3,47.89,521.61,2388.08,8149.31,8.4921,0.03,394,2388,100.0,38.7,23.1743
2020-05-21,-0.0032,-0.0003,100.0,518.67,643.36,1591.22,1412.53,14.62,21.61,552.92,2388.13,9067.43,1.3,47.85,520.79,2388.1,8149.28,8.4357,0.03,395,2388,100.0,38.56,23.194
2020-05-22,0.0021,0.0005,100.0,518.67,643.03,1590.63,1415.47,14.62,21.61,553.07,2388.12,9077.91,1.3,47.7,520.59,2388.14,8147.38,8.4921,0.03,393,2388,100.0,38.88,23.3016
2020-05-23,0.0019,-0.0003,100.0,518.67,642.83,1594.15,1411.36,14.62,21.61,552.26,2388.18,9073.59,1.3,47.71,520.48,2388.18,8154.64,8.4569,0.03,395,2388,100.0,38.42,23.1986
2020-05-24,-0.0014,-0.0004,100.0,518.67,642.94,1597.81,1417.79,14.62,21.61,552.89,2388.16,9077.32,1.3,47.81,521.13,2388.15,8149.56,8.4748,0.03,394,2388,100.0,38.61,23.2805
2020-05-25,0.0012,0.0003,100.0,518.67,643.01,1593.45,1419.13,14.62,21.61,552.83,2388.14,9073.8,1.3,47.93,520.81,2388.1,8150.43,8.4634,0.03,395,2388,100.0,38.7,23.1549
2020-05-26,0.0008,0.0003,100.0,518.67,643.59,1594.34,1419.67,14.62,21.61,553.07,2388.12,9079.92,1.3,47.73,521.32,2388.15,8153.81,8.5012,0.03,394,2388,100.0,38.66,23.119
2020-05-27,-0.0011,0.0005,100.0,518.67,643.67,1599.04,1420.68,14.62,21.61,552.79,2388.09,9075.25,1.3,47.88,520.95,2388.18,8153.19,8.5006,0.03,395,2388,100.0,38.6,23.1427
2020-05-28,0.0007,-0.0002,100.0,518.67,643.25,1589.7,1414.72,14.62,21.61,552.71,2388.19,9077.55,1.3,47.83,520.78,2388.16,8149.1,8.4994,0.03,394,2388,100.0,38.66,23.1347
2020-05-29,-0.0026,0.0003,100.0,518.67,643.58,1595.42,1409.73,14.62,21.61,552.56,2388.17,9081.02,1.3,47.99,521.04,2388.16,8156.35,8.4578,0.03,394,2388,100.0,38.64,23.1844
2020-05-30,0.003,0.0003,100.0,518.67,643.07,1597.63,1427.68,14.62,21.61,552.39,2388.17,9084.96,1.3,47.65,520.72,2388.17,8149.36,8.5143,0.03,394,2388,100.0,38.87,23.1785
2020-05-31,0.0025,0.0006,100.0,518.67,643.35,1601.19,1423.69,14.62,21.61,552.16,2388.14,9077.44,1.3,47.94,520.51,2388.12,8150.43,8.4933,0.03,394,2388,100.0,38.6,23.1051
2020-06-01,0.0024,0.0004,100.0,518.67,643.61,1595.08,1426.56,14.62,21.61,552.4,2388.16,9085.95,1.3,48.08,520.97,2388.11,8154.47,8.4586,0.03,395,2388,100.0,38.7,23.2155
2020-06-02,-0.0019,0.0004,100.0,518.67,643.79,1597.55,1424.36,14.62,21.61,551.92,2388.15,9083.45,1.3,47.85,520.7,2388.17,8159.55,8.4742,0.03,395,2388,100.0,38.5,23.1145
2020-06-03,-0.0019,-0.0,100.0,518.67,643.33,1597.37,1417.42,14.62,21.61,552.42,2388.14,9074.97,1.3,47.83,520.59,2388.12,8154.25,8.4771,0.03,396,2388,100.0,38.56,23.2645
2020-06-04,-0.0007,0.0001,100.0,518.67,643.05,1597.13,1423.12,14.62,21.61,552.52,2388.15,9083.55,1.3,47.77,520.33,2388.16,8157.25,8.4867,0.03,394,2388,100.0,38.69,23.1775
2020-06-05,0.0047,0.0003,100.0,518.67,643.39,1600.25,1418.95,14.62,21.61,553.1,2388.16,9081.93,1.3,47.67,521.39,2388.13,8156.52,8.5186,0.03,396,2388,100.0,38.59,23.1785
2020-06-06,-0.0011,0.0002,100.0,518.67,643.92,1596.72,1422.59,14.62,21.61,552.49,2388.14,9087.11,1.3,47.86,520.7,2388.19,8153.36,8.4844,0.03,396,2388,100.0,38.48,23.1475
2020-06-07,0.0006,-0.0002,100.0,518.67,643.7,1597.57,1428.23,14.62,21.61,552.28,2388.18,9069.14,1.3,47.88,519.78,2388.15,8152.49,8.5005,0.03,394,2388,100.0,38.38,23.0938
2020-06-08,0.0048,0.0003,100.0,518.67,643.07,1604.29,1418.41,14.62,21.61,551.61,2388.19,9082.04,1.3,47.88,520.15,2388.18,8150.8,8.5281,0.03,394,2388,100.0,38.49,23.0928
2020-06-09,0.0016,0.0002,100.0,518.67,643.47,1598.59,1420.89,14.62,21.61,552.09,2388.24,9083.46,1.3,48.16,520.22,2388.19,8157.56,8.5099,0.03,396,2388,100.0,38.67,23.1411
2020-06-10,-0.0017,0.0001,100.0,518.67,643.08,1599.12,1423.93,14.62,21.61,552.28,2388.2,9084.94,1.3,47.88,520.46,2388.26,8154.78,8.5011,0.03,395,2388,100.0,38.33,23.2218
2020-06-11,-0.0018,-0.0002,100.0,518.67,643.89,1601.53,1424.83,14.62,21.61,552.07,2388.19,9086.52,1.3,47.9,520.26,2388.18,8157.91,8.5242,0.03,396,2388,100.0,38.52,23.1168
2020-06-12,0.0019,-0.0,100.0,518.67,643.4,1603.77,1431.54,14.62,21.61,552.39,2388.18,9087.93,1.3,48.1,520.17,2388.23,8161.02,8.5159,0.03,395,2388,100.0,38.64,23.0675
2020-06-13,0.0003,-0.0,100.0,518.67,643.06,1593.19,1424.17,14.62,21.61,551.99,2388.18,9089.45,1.3,48.07,520.67,2388.22,8158.32,8.4883,0.03,395,2388,100.0,38.4,23.0379
2020-06-14,-0.0025,-0.0001,100.0,518.67,643.26,1593.84,1421.87,14.62,21.61,551.78,2388.17,9098.2,1.3,48.14,520.6,2388.21,8164.52,8.4895,0.03,395,2388,100.0,38.43,23.0769
2020-06-15,-0.0046,-0.0004,100.0,518.67,643.42,1594.06,1426.48,14.62,21.61,552.0,2388.19,9089.4,1.3,48.01,520.65,2388.22,8157.8,8.4781,0.03,398,2388,100.0,38.55,23.0852
2020-06-16,0.0045,0.0002,100.0,518.67,643.56,1593.34,1426.72,14.62,21.61,551.98,2388.24,9088.39,1.3,47.93,520.01,2388.23,8160.85,8.503,0.03,396,2388,100.0,38.55,23.1905
2020-06-17,-0.0018,-0.0003,100.0,518.67,643.45,1599.73,1425.02,14.62,21.61,552.12,2388.2,9090.47,1.3,48.12,520.34,2388.2,8158.18,8.4624,0.03,396,2388,100.0,38.44,23.1762
2020-06-18,0.0013,0.0004,100.0,518.67,643.16,1596.59,1426.24,14.62,21.61,551.62,2388.23,9096.11,1.3,48.18,520.24,2388.2,8159.16,8.4861,0.03,396,2388,100.0,38.7,23.1096
2020-06-19,-0.0023,0.0004,100.0,518.67,644.03,1602.09,1431.38,14.62,21.61,552.0,2388.25,9089.34,1.3,48.11,519.76,2388.28,8157.85,8.5216,0.03,396,2388,100.0,38.36,23.0722
2020-06-20,-0.0008,-0.0,100.0,518.67,643.52,1598.21,1431.24,14.62,21.61,551.42,2388.21,9085.8,1.3,48.06,519.73,2388.26,8161.16,8.4929,0.03,397,2388,100.0,38.31,23.1066
2020-06-21,0.0004,0.0,100.0,518.67,643.67,1606.01,1429.4,14.62,21.61,551.93,2388.27,9094.72,1.3,48.23,519.5,2388.22,8162.87,8.5492,0.03,395,2388,100.0,38.33,23.0848
2020-06-22,0.001,0.0005,100.0,518.67,643.97,1598.68,1432.49,14.62,21.61,550.95,2388.23,9088.67,1.3,48.09,519.99,2388.19,8157.65,8.4921,0.03,396,2388,100.0,38.41,23.1179
2020-06-23,-0.0015,-0.0002,100.0,518.67,644.23,1598.25,1424.21,14.62,21.61,551.0,2388.2,9088.06,1.3,47.95,520.24,2388.17,8163.26,8.502,0.03,396,2388,100.0,38.37,23.1134
