,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2020-02-01,0.004,-0.0005,100.0,518.67,642.93,1589.52,1416.91,14.62,21.61,553.91,2388.13,9045.51,1.3,47.71,521.04,2388.14,8129.18,8.4227,0.03,393,2388,100.0,38.97,23.1547
2020-02-02,0.0011,-0.0003,100.0,518.67,642.88,1588.75,1407.24,14.62,21.61,552.8,2388.19,9050.83,1.3,47.55,521.31,2388.16,8132.5,8.4496,0.03,393,2388,100.0,38.7,23.3596
2020-02-03,0.0018,0.0001,100.0,518.67,642.71,1589.69,1419.23,14.62,21.61,552.72,2388.13,9060.44,1.3,47.69,521.08,2388.13,8130.01,8.4608,0.03,393,2388,100.0,38.75,23.3188
2020-02-04,0.0018,0.0001,100.0,518.67,642.9,1590.05,1410.5,14.62,21.61,552.81,2388.15,9046.76,1.3,47.61,520.95,2388.09,8128.31,8.4835,0.03,395,2388,100.0,38.78,23.3284
2020-02-05,0.0017,-0.0005,100.0,518.67,642.55,1585.1,1408.36,14.62,21.61,552.59,2388.18,9050.72,1.3,47.79,521.4,2388.13,8132.63,8.4627,0.03,395,2388,100.0,38.73,23.1824
2020-02-06,-0.0002,0.0002,100.0,518.67,642.21,1588.76,1410.65,14.62,21.61,553.43,2388.15,9048.64,1.3,47.61,520.7,2388.13,8123.66,8.4555,0.03,392,2388,100.0,38.53,23.2024
2020-02-07,-0.0011,-0.0001,100.0,518.67,642.4,1592.0,1421.77,14.62,21.61,552.69,2388.13,9046.23,1.3,47.74,521.23,2388.15,8129.84,8.4474,0.03,393,2388,100.0,38.75,23.1317
2020-02-08,-0.0009,-0.0003,100.0,518.67,642.33,1592.2,1414.19,14.62,21.61,552.84,2388.17,9050.93,1.3,47.62,521.43,2388.16,8127.47,8.4547,0.03,393,2388,100.0,38.86,23.2802
2020-02-09,-0.0004,-0.0,100.0,518.67,642.71,1586.23,1415.12,14.62,21.61,553.14,2388.13,9046.06,1.3,47.58,521.22,2388.18,8132.3,8.4298,0.03,393,2388,100.0,38.65,23.243
2020-02-10,-0.0028,-0.0001,100.0,518.67,642.65,1598.99,1406.69,14.62,21.61,552.63,2388.15,9050.81,1.3,47.57,520.73,2388.17,8128.57,8.3967,0.03,394,2388,100.0,38.74,23.3156
2020-02-11,-0.001,-0.0003,100.0,518.67,642.59,1591.54,1415.44,14.62,21.61,553.05,2388.19,9048.0,1.3,47.66,521.12,2388.16,8130.47,8.4658,0.03,394,2388,100.0,38.9,23.2753
2020-02-12,0.0009,0.0003,100.0,518.67,642.87,1592.62,1414.86,14.62,21.61,553.1,2388.2,9050.78,1.3,47.72,520.73,2388.11,8136.44,8.4293,0.03,393,2388,100.0,38.79,23.2038
2020-02-13,-0.0009,0.0003,100.0,518.67,643.56,1585.96,1413.02,14.62,21.61,552.49,2388.09,9055.05,1.3,47.68,521.39,2388.16,8135.3,8.4366,0.03,395,2388,100.0,38.9,23.227
2020-02-14,0.0008,-0.0001,100.0,518.67,642.7,1593.77,1401.98,14.62,21.61,552.59,2388.13,9060.17,1.3,47.59,521.33,2388.14,8130.09,8.462,0.03,394,2388,100.0,38.82,23.2014
2020-02-15,-0.0007,-0.0004,100.0,518.67,643.3,1585.38,1412.25,14.62,21.61,553.8,2388.14,9059.06,1.3,47.39,521.04,2388.16,8133.5,8.4306,0.03,394,2388,100.0,38.7,23.2761
2020-02-16,0.0002,0.0002,100.0,518.67,642.76,1588.19,1410.59,14.62,21.61,553.2,2388.16,9045.79,1.3,47.61,521.27,2388.15,8128.42,8.4659,0.03,394,2388,100.0,38.75,23.2206
2020-02-17,-0.0021,-0.0003,100.0,518.67,642.33,1593.46,1410.72,14.62,21.61,553.13,2388.17,9047.88,1.3,47.81,520.82,2388.14,8132.33,8.4252,0.03,393,2388,100.0,38.7,23.2057
2020-02-18,0.0008,0.0004,100.0,518.67,642.95,1593.36,1411.34,14.62,21.61,553.8,2388.17,9059.97,1.3,47.54,520.73,2388.1,8131.68,8.431,0.03,395,2388,100.0,38.67,23.2378
2020-02-19,0.0001,-0.0003,100.0,518.67,642.9,1584.84,1414.32,14.62,21.61,552.11,2388.14,9053.05,1.3,47.6,521.36,2388.13,8137.64,8.4415,0.03,394,2388,100.0,38.69,23.3413
2020-02-20,-0.0005,-0.0002,100.0,518.67,642.71,1592.53,1408.7,14.62,21.61,553.04,2388.14,9050.65,1.3,47.49,520.8,2388.16,8133.87,8.4564,0.03,394,2388,100.0,38.67,23.2678
2020-02-21,-0.0008,0.0001,100.0,518.67,643.77,1591.19,1418.45,14.62,21.61,553.52,2388.15,9056.52,1.3,47.78,521.38,2388.12,8135.49,8.4571,0.03,394,2388,100.0,38.87,23.2056
2020-02-22,0.0004,0.0003,100.0,518.67,642.95,1596.11,1413.69,14.62,21.61,552.9,2388.12,9053.91,1.3,47.57,521.0,2388.07,8132.63,8.4508,0.03,393,2388,100.0,38.57,23.2565
2020-02-23,-0.0011,-0.0002,100.0,518.67,642.76,1591.18,1410.3,14.62,21.61,553.04,2388.15,9056.91,1.3,47.66,521.13,2388.17,8127.96,8.4656,0.03,394,2388,100.0,38.79,23.1809
2020-02-24,0.0009,0.0002,100.0,518.67,642.91,1585.46,1404.29,14.62,21.61,552.8,2388.12,9047.76,1.3,47.65,520.94,2388.12,8131.41,8.4524,0.03,394,2388,100.0,38.68,23.2628
2020-02-25,-0.003,0.0001,100.0,518.67,642.73,1589.95,1412.89,14.62,21.61,552.93,2388.11,9055.52,1.3,47.55,521.64,2388.18,8131.33,8.4564,0.03,392,2388,100.0,38.56,23.232
2020-02-26,-0.0004,-0.0005,100.0,518.67,642.83,1591.54,1409.46,14.62,21.61,553.02,2388.17,9056.74,1.3,47.72,521.1,2388.17,8134.78,8.4523,0.03,394,2388,100.0,38.95,23.2549
2020-02-27,0.0022,-0.0003,100.0,518.67,643.03,1589.81,1411.01,14.62,21.61,553.53,2388.08,9053.94,1.3,47.61,520.91,2388.12,8127.63,8.463,0.03,394,2388,100.0,38.88,23.2515
2020-02-28,-0.0007,0.0,100.0,518.67,642.96,1600.88,1412.94,14.62,21.61,552.75,2388.14,9054.62,1.3,47.66,520.93,2388.13,8131.75,8.4934,0.03,394,2388,100.0,38.76,23.2104
2020-02-29,0.0045,-0.0004,100.0,518.67,642.49,1595.1,1412.35,14.62,21.61,552.38,2388.15,9059.34,1.3,47.61,520.88,2388.15,8127.68,8.471,0.03,394,2388,100.0,38.75,23.1646
2020-03-01,0.0021,-0.0004,100.0,518.67,642.3,1597.25,1413.59,14.62,21.61,552.19,2388.18,9050.09,1.3,47.8,521.29,2388.16,8131.41,8.4554,0.03,394,2388,100.0,38.69,23.2926
2020-03-02,0.0012,0.0,100.0,518.67,643.04,1592.3,1420.98,14.62,21.61,553.13,2388.1,9052.71,1.3,47.75,520.93,2388.16,8127.72,8.4174,0.03,395,2388,100.0,38.77,23.2002
2020-03-03,0.0001,0.0001,100.0,518.67,643.2,1591.64,1410.92,14.62,21.61,552.21,2388.19,9055.31,1.3,47.74,520.48,2388.15,8137.26,8.4588,0.03,393,2388,100.0,38.7,23.1894
2020-03-04,0.0029,-0.0004,100.0,518.67,643.02,1591.06,1420.51,14.62,21.61,553.0,2388.22,9048.85,1.3,47.79,520.78,2388.17,8135.41,8.4418,0.03,393,2388,100.0,38.69,23.2135
2020-03-05,0.0035,-0.0001,100.0,518.67,642.83,1594.13,1422.48,14.62,21.61,552.43,2388.22,9049.49,1.3,47.45,521.06,2388.15,8133.17,8.4782,0.03,393,2388,100.0,38.66,23.1629
2020-03-06,-0.002,-0.0005,100.0,518.67,642.72,1597.19,1417.59,14.62,21.61,552.57,2388.18,9064.31,1.3,47.77,521.3,2388.16,8127.18,8.4517,0.03,396,2388,100.0,38.73,23.2104
2020-03-07,0.0004,0.0003,100.0,518.67,643.37,1588.85,1406.89,14.62,21.61,552.12,2388.12,9047.57,1.3,47.74,520.95,2388.17,8137.4,8.4387,0.03,394,2388,100.0,38.61,23.285
2020-03-08,-0.0002,-0.0002,100.0,518.67,643.01,1583.32,1410.68,14.62,21.61,552.55,2388.16,9057.78,1.3,47.67,520.94,2388.13,8132.78,8.4646,0.03,393,2388,100.0,38.82,23.2143
2020-03-09,0.0001,0.0003,100.0,518.67,642.56,1593.73,1406.86,14.62,21.61,552.35,2388.16,9053.6,1.3,47.58,521.19,2388.19,8136.36,8.4793,0.03,394,2388,100.0,38.72,23.2077
2020-03-10,-0.001,-0.0,100.0,518.67,642.6,1601.14,1411.88,14.62,21.61,552.8,2388.16,9057.78,1.3,47.59,521.09,2388.14,8133.14,8.45,0.03,393,2388,100.0,38.86,23.1848
2020-03-11,0.003,0.0003,100.0,518.67,642.72,1589.35,1413.55,14.62,21.61,552.6,2388.16,9060.23,1.3,47.5,521.29,2388.13,8128.32,8.4818,0.03,394,2388,100.0,38.67,23.1939
2020-03-12,0.0014,0.0003,100.0,518.67,642.29,1591.76,1407.49,14.62,21.61,552.83,2388.14,9054.81,1.3,47.85,521.03,2388.16,8135.68,8.4447,0.03,394,2388,100.0,38.66,23.3142
2020-03-13,0.0007,-0.0003,100.0,518.67,642.91,1588.55,1416.93,14.62,21.61,553.43,2388.15,9056.94,1.3,47.68,520.66,2388.2,8132.32,8.4344,0.03,394,2388,100.0,38.58,23.1426
2020-03-14,0.0011,0.0003,100.0,518.67,642.99,1587.85,1408.15,14.62,21.61,552.71,2388.13,9052.89,1.3,47.73,520.82,2388.16,8136.42,8.4638,0.03,393,2388,100.0,38.71,23.2587
2020-03-15,-0.0022,-0.0003,100.0,518.67,642.79,1595.03,1418.69,14.62,21.61,553.01,2388.13,9063.01,1.3,47.76,520.9,2388.21,8130.6,8.4697,0.03,393,2388,100.0,38.6,23.1533
2020-03-16,-0.0001,-0.0004,100.0,518.67,643.12,1594.93,1420.13,14.62,21.61,552.79,2388.13,9057.27,1.3,47.66,520.65,2388.12,8135.22,8.4651,0.03,396,2388,100.0,38.75,23.1927
2020-03-17,0.0019,-0.0004,100.0,518.67,642.92,1591.08,1419.21,14.62,21.61,552.77,2388.15,9058.12,1.3,47.71,520.99,2388.14,8135.99,8.4404,0.03,394,2388,100.0,38.76,23.2848
2020-03-18,-0.001,0.0004,100.0,518.67,642.97,1594.79,1421.0,14.62,21.61,553.11,2388.13,9058.36,1.3,47.74,521.38,2388.18,8134.3,8.423,0.03,395,2388,100.0,38.75,23.3279
2020-03-19,0.0026,-0.0002,100.0,518.67,643.05,1596.44,1418.67,14.62,21.61,552.26,2388.1,9053.22,1.3,47.64,521.27,2388.18,8129.67,8.4633,0.03,394,2388,100.0,38.77,23.1805
2020-03-20,0.0069,0.0001,100.0,518.67,642.38,1590.67,1416.79,14.62,21.61,552.35,2388.17,9060.61,1.3,47.69,521.66,2388.19,8135.58,8.4676,0.03,394,2388,100.0,38.76,23.1019
2020-03-21,-0.0006,-0.0004,100.0,518.67,642.62,1591.89,1412.54,14.62,21.61,553.18,2388.12,9064.36,1.3,47.71,521.28,2388.17,8137.04,8.4609,0.03,394,2388,100.0,38.68,23.2635
2020-03-22,-0.0005,-0.0003,100.0,518.67,642.67,1593.42,1416.6,14.62,21.61,552.56,2388.13,9052.73,1.3,47.72,520.56,2388.13,8137.57,8.4737,0.03,392,2388,100.0,38.8,23.2344
2020-03-23,-0.0,-0.0005,100.0,518.67,642.71,1596.97,1421.32,14.62,21.61,552.97,2388.15,9054.42,1.3,47.74,520.71,2388.15,8132.77,8.462,0.03,394,2388,100.0,38.71,23.1786
2020-03-24,-0.0026,0.0001,100.0,518.67,643.01,1593.36,1412.49,14.62,21.61,552.07,2388.18,9057.78,1.3,47.7,520.54,2388.19,8137.32,8.4477,0.03,393,2388,100.0,38.69,23.1829
2020-03-25,0.0007,0.0003,100.0,518.67,643.27,1593.03,1418.2,14.62,21.61,552.46,2388.1,9061.13,1.3,47.8,521.13,2388.12,8134.27,8.4679,0.03,395,2388,100.0,38.71,23.2116
2020-03-26,-0.0005,-0.0002,100.0,518.67,642.79,1595.7,1416.72,14.62,21.61,552.93,2388.12,9056.3,1.3,47.66,520.69,2388.19,8130.77,8.4413,0.03,396,2388,100.0,39.04,23.1302
2020-03-27,0.0013,-0.0004,100.0,518.67,643.24,1593.33,1419.34,14.62,21.61,552.68,2388.14,9058.78,1.3,47.78,520.77,2388.15,8138.86,8.4806,0.03,393,2388,100.0,38.78,23.2916
2020-03-28,0.0006,0.0002,100.0,518.67,642.9,1594.01,1413.94,14.62,21.61,552.94,2388.22,9046.86,1.3,47.75,520.97,2388.14,8134.01,8.4325,0.03,394,2388,100.0,38.65,23.0844
2020-03-29,-0.0023,0.0003,100.0,518.67,642.49,1592.31,1416.77,14.62,21.61,552.49,2388.2,9055.28,1.3,47.94,520.26,2388.14,8128.59,8.4851,0.03,394,2388,100.0,38.56,23.1284
2020-03-30,-0.0012,-0.0002,100.0,518.67,643.09,1598.66,1412.33,14.62,21.61,552.22,2388.19,9058.8,1.3,47.82,520.59,2388.13,8127.17,8.437,0.03,395,2388,100.0,38.57,23.1752
2020-03-31,-0.0016,0.0005,100.0,518.67,642.5,1591.34,1409.08,14.62,21.61,552.12,2388.15,9059.57,1.3,47.6,520.93,2388.09,8137.25,8.4527,0.03,394,2388,100.0,38.73,23.2065
2020-04-01,-0.0001,-0.0003,100.0,518.67,642.99,1593.37,1418.18,14.62,21.61,553.24,2388.16,9053.79,1.3,47.57,521.4,2388.14,8136.74,8.4762,0.03,393,2388,100.0,38.76,23.2158
2020-04-02,0.0015,-0.0001,100.0,518.67,642.95,1601.95,1419.03,14.62,21.61,552.56,2388.2,9066.42,1.3,47.71,521.15,2388.13,8133.8,8.4457,0.03,393,2388,100.0,38.64,23.1986
2020-04-03,0.0002,-0.0003,100.0,518.67,642.76,1587.33,1420.54,14.62,21.61,552.73,2388.13,9054.51,1.3,47.68,520.75,2388.12,8133.37,8.4748,0.03,394,2388,100.0,38.73,23.1649
2020-04-04,-0.0004,0.0,100.0,518.67,642.81,1589.32,1412.46,14.62,21.61,552.93,2388.16,9052.54,1.3,47.8,520.86,2388.13,8138.65,8.4739,0.03,395,2388,100.0,38.65,23.1604
2020-04-05,0.0004,0.0004,100.0,518.67,643.43,1594.01,1410.81,14.62,21.61,552.27,2388.13,9054.46,1.3,47.74,520.48,2388.17,8143.94,8.4786,0.03,394,2388,100.0,38.6,23.2344
2020-04-06,-0.0024,-0.0001,100.0,518.67,642.99,1595.76,1413.39,14.62,21.61,553.04,2388.14,9061.36,1.3,47.55,520.62,2388.11,8138.69,8.4618,0.03,393,2388,100.0,38.7,23.2337
2020-04-07,-0.0014,-0.0003,100.0,518.67,642.73,1592.88,1414.98,14.62,21.61,553.43,2388.16,9055.18,1.3,47.82,520.46,2388.13,8138.39,8.4942,0.03,393,2388,100.0,38.69,23.2189
2020-04-08,-0.0004,-0.0003,100.0,518.67,642.49,1589.57,1414.49,14.62,21.61,552.34,2388.21,9060.45,1.3,47.65,520.57,2388.15,8138.79,8.4683,0.03,394,2388,100.0,38.82,23.1879
2020-04-09,-0.0017,0.0002,100.0,518.67,642.97,1595.3,1417.09,14.62,21.61,553.2,2388.2,9057.69,1.3,47.67,520.94,2388.16,8134.52,8.4577,0.03,394,2388,100.0,38.8,23.3307
2020-04-10,-0.0012,-0.0001,100.0,518.67,642.74,1587.78,1416.86,14.62,21.61,552.32,2388.15,9057.63,1.3,47.74,520.61,2388.18,8136.21,8.5033,0.03,395,2388,100.0,38.72,23.1095
2020-04-11,-0.0012,0.0003,100.0,518.67,643.02,1603.33,1417.86,14.62,21.61,553.13,2388.2,9055.59,1.3,47.65,521.07,2388.24,8136.34,8.4684,0.03,393,2388,100.0,38.58,23.232
2020-04-12,-0.0011,0.0003,100.0,518.67,643.21,1602.61,1419.91,14.62,21.61,552.63,2388.16,9061.07,1.3,47.87,520.31,2388.16,8130.48,8.4512,0.03,393,2388,100.0,38.61,23.2511
2020-04-13,-0.0046,0.0003,100.0,518.67,642.9,1596.0,1415.62,14.62,21.61,552.16,2388.17,9061.48,1.3,47.76,520.83,2388.22,8134.73,8.4841,0.03,394,2388,100.0,38.81,23.2188
2020-04-14,0.0022,-0.0003,100.0,518.67,643.45,1597.56,1420.42,14.62,21.61,552.89,2388.18,9052.77,1.3,47.72,520.73,2388.15,8135.8,8.4521,0.03,394,2388,100.0,38.83,23.2311
2020-04-15,-0.003,-0.0003,100.0,518.67,642.72,1591.76,1417.19,14.62,21.61,552.93,2388.18,9057.02,1.3,47.85,521.13,2388.17,8133.32,8.4861,0.03,394,2388,100.0,38.76,23.161
2020-04-16,0.0007,-0.0004,100.0,518.67,643.07,1588.47,1416.01,14.62,21.61,552.84,2388.13,9057.11,1.3,47.78,520.39,2388.18,8139.22,8.471,0.03,395,2388,100.0,38.69,23.2694
2020-04-17,-0.005,-0.0,100.0,518.67,643.14,1589.53,1420.3,14.62,21.61,552.61,2388.12,9059.3,1.3,47.69,521.22,2388.13,8138.68,8.4823,0.03,395,2388,100.0,38.76,23.1236
2020-04-18,-0.0006,-0.0004,100.0,518.67,643.07,1603.59,1414.73,14.62,21.61,552.98,2388.12,9063.96,1.3,47.9,520.44,2388.15,8138.51,8.4553,0.03,394,2388,100.0,38.56,23.1552
2020-04-19,-0.0014,-0.0,100.0,518.67,642.57,1600.08,1415.72,14.62,21.61,552.95,2388.17,9056.91,1.3,47.76,520.75,2388.18,8135.74,8.491,0.03,394,2388,100.0,38.46,23.0945
2020-04-20,0.0012,0.0,100.0,518.67,643.3,1601.75,1420.62,14.62,21.61,553.04,2388.17,9056.73,1.3,47.62,520.92,2388.24,8145.61,8.4851,0.03,392,2388,100.0,38.5,23.2896
2020-04-21,0.0014,0.0003,100.0,518.67,643.59,1603.34,1415.29,14.62,21.61,552.43,2388.19,9056.9,1.3,47.91,521.33,2388.21,8137.1,8.4884,0.03,394,2388,100.0,38.64,23.2838
2020-04-22,0.0014,0.0002,100.0,518.67,642.96,1597.46,1425.7,14.62,21.61,552.3,2388.18,9060.55,1.3,47.67,520.24,2388.17,8136.07,8.4825,0.03,394,2388,100.0,38.52,23.0737
2020-04-23,-0.0033,0.0001,100.0,518.67,643.33,1594.48,1417.2,14.62,21.61,552.2,2388.17,9067.02,1.3,47.73,520.8,2388.19,8129.13,8.4948,0.03,393,2388,100.0,38.49,23.2147
2020-04-24,0.0009,0.0004,100.0,518.67,642.95,1601.07,1418.06,14.62,21.61,552.17,2388.15,9062.3,1.3,47.8,520.72,2388.16,8131.64,8.4654,0.03,394,2388,100.0,38.48,23.17
2020-04-25,0.0011,0.0005,100.0,518.67,642.87,1593.26,1425.05,14.62,21.61,552.18,2388.19,9067.24,1.3,47.89,520.47,2388.22,8134.41,8.4703,0.03,394,2388,100.0,38.65,23.1343
2020-04-26,-0.0013,-0.0002,100.0,518.67,643.12,1600.76,1420.4,14.62,21.61,551.97,2388.18,9061.69,1.3,47.76,520.42,2388.16,8134.38,8.4676,0.03,395,2388,100.0,38.65,23.2179
2020-04-27,0.0047,-0.0002,100.0,518.67,643.46,1595.72,1418.21,14.62,21.61,552.7,2388.15,9055.89,1.3,48.03,520.48,2388.18,8133.66,8.4878,0.03,395,2388,100.0,38.75,23.231
2020-04-28,0.0033,0.0005,100.0,518.67,642.77,1596.57,1417.92,14.62,21.61,552.51,2388.14,9065.48,1.3,47.85,520.73,2388.12,8138.04,8.4974,0.03,395,2388,100.0,38.61,23.1817
2020-04-29,0.0007,-0.0003,100.0,518.67,643.27,1596.19,1418.69,14.62,21.61,552.4,2388.17,9061.75,1.3,47.83,520.43,2388.13,8136.42,8.4648,0.03,394,2388,100.0,38.6,23.183
2020-04-30,-0.0027,-0.0004,100.0,518.67,643.18,1595.11,1418.3,14.62,21.61,552.17,2388.2,9070.82,1.3,47.74,520.58,2388.17,8140.68,8.4957,0.03,395,2388,100.0,38.56,23.2459
2020-05-01,-0.0031,0.0002,100.0,518.67,643.16,1593.43,1422.9,14.62,21.61,552.67,2388.15,9067.58,1.3,47.94,520.08,2388.22,8133.71,8.4693,0.03,396,2388,100.0,38.58,23.2509
2020-05-02,-0.005,-0.0,100.0,518.67,643.11,1592.57,1423.29,14.62,21.61,552.98,2388.17,9063.47,1.3,47.84,520.84,2388.2,8141.54,8.4936,0.03,395,2388,100.0,38.44,23.2071
2020-05-03,-0.0018,-0.0001,100.0,518.67,643.13,1596.97,1417.51,14.62,21.61,552.49,2388.16,9066.58,1.3,47.74,520.65,2388.18,8139.97,8.4983,0.03,396,2388,100.0,38.61,23.1692
2020-05-04,-0.0026,-0.0003,100.0,518.67,642.89,1597.06,1412.61,14.62,21.61,552.85,2388.15,9058.89,1.3,47.89,520.03,2388.19,8143.98,8.4746,0.03,393,2388,100.0,38.52,23.1836
2020-05-05,0.0032,-0.0002,100.0,518.67,642.92,1594.07,1414.09,14.62,21.61,552.7,2388.16,9064.3,1.3,48.03,520.81,2388.22,8148.27,8.4838,0.03,395,2388,100.0,38.72,23.3263
2020-05-06,0.0006,-0.0004,100.0,518.67,642.94,1598.13,1427.42,14.62,21.61,552.84,2388.17,9064.28,1.3,47.9,520.2,2388.17,8136.33,8.4758,0.03,394,2388,100.0,38.7,23.1862
2020-05-07,0.0018,0.0004,100.0,518.67,643.41,1589.45,1424.73,14.62,21.61,552.82,2388.18,9058.21,1.3,47.76,520.43,2388.22,8138.75,8.4574,0.03,395,2388,100.0,38.68,23.1748
2020-05-08,-0.0004,-0.0005,100.0,518.67,643.35,1593.91,1424.16,14.62,21.61,552.56,2388.22,9067.72,1.3,47.79,520.49,2388.17,8134.61,8.5287,0.03,395,2388,100.0,38.65,23.2562
2020-05-09,0.0012,-0.0,100.0,518.67,643.63,1595.25,1417.57,14.62,21.61,552.05,2388.16,9060.49,1.3,47.76,520.43,2388.13,8140.15,8.4897,0.03,395,2388,100.0,38.51,23.0826
2020-05-10,-0.0019,-0.0001,100.0,518.67,643.42,1597.16,1421.16,14.62,21.61,552.12,2388.17,9061.26,1.3,47.86,520.88,2388.26,8136.39,8.4846,0.03,394,2388,100.0,38.52,23.2339
2020-05-11,-0.0009,0.0,100.0,518.67,642.71,1592.77,1420.93,14.62,21.61,552.13,2388.15,9061.16,1.3,47.93,520.46,2388.15,8136.71,8.4538,0.03,396,2388,100.0,38.5,23.3189
2020-05-12,-0.0034,0.0004,100.0,518.67,642.87,1596.96,1420.15,14.62,21.61,552.25,2388.21,9062.06,1.3,47.84,520.03,2388.2,8141.07,8.4913,0.03,394,2388,100.0,38.64,23.0949
2020-05-13,-0.0022,-0.0004,100.0,518.67,643.26,1593.38,1422.21,14.62,21.61,552.25,2388.13,9063.99,1.3,47.91,520.11,2388.21,8141.83,8.5022,0.03,395,2388,100.0,38.55,23.1058
2020-05-14,-0.0011,-0.0005,100.0,518.67,643.32,1596.47,1427.1,14.62,21.61,551.98,2388.23,9061.21,1.3,47.8,520.21,2388.19,8139.05,8.5082,0.03,395,2388,100.0,38.63,23.1343
2020-05-15,-0.0002,-0.0005,100.0,518.67,642.5,1592.91,1423.15,14.62,21.61,552.33,2388.18,9063.86,1.3,47.95,520.57,2388.18,8138.6,8.5095,0.03,395,2388,100.0,38.66,23.1125
2020-05-16,-0.0005,-0.0005,100.0,518.67,643.35,1593.36,1422.96,14.62,21.61,552.34,2388.15,9068.65,1.3,47.87,520.21,2388.22,8137.48,8.4737,0.03,394,2388,100.0,38.6,23.2358
2020-05-17,-0.0043,0.0001,100.0,518.67,643.14,1603.23,1419.91,14.62,21.61,552.03,2388.24,9058.99,1.3,47.85,520.02,2388.17,8138.06,8.4904,0.03,396,2388,100.0,38.68,23.1196
2020-05-18,0.0003,0.0001,100.0,518.67,644.08,1596.17,1422.18,14.62,21.61,552.24,2388.17,9068.56,1.3,47.87,520.02,2388.15,8142.58,8.5083,0.03,394,2388,100.0,38.6,23.249
2020-05-19,-0.0005,-0.0002,100.0,518.67,643.05,1598.35,1425.0,14.62,21.61,552.13,2388.19,9069.45,1.3,47.88,520.27,2388.19,8142.12,8.4854,0.03,396,2388,100.0,38.63,23.1939
2020-05-20,-0.001,0.0002,100.0,518.67,642.74,1596.1,1420.96,14.62,21.61,552.47,2388.15,9064.55,1.3,47.89,520.62,2388.17,8140.23,8.474,0.03,395,2388,100.0,38.73,23.2206
2020-05-21,-0.0044,-0.0004,100.0,518.67,643.18,1601.87,1426.88,14.62,21.61,551.77,2388.23,9062.82,1.3,47.87,520.42,2388.22,8144.82,8.5088,0.03,395,2388,100.0,38.7,23.1178
2020-05-22,-0.0005,-0.0002,100.0,518.67,643.53,1598.9,1420.5,14.62,21.61,552.15,2388.13,9066.25,1.3,47.9,519.93,2388.17,8134.0,8.4482,0.03,395,2388,100.0,38.69,23.1971
2020-05-23,0.0004,-0.0002,100.0,518.67,643.44,1601.21,1418.31,14.62,21.61,552.31,2388.18,9073.74,1.3,47.97,519.99,2388.2,8144.41,8.4735,0.03,394,2388,100.0,38.64,23.0403
2020-05-24,0.0015,0.0003,100.0,518.67,643.36,1596.69,1419.05,14.62,21.61,551.49,2388.18,9071.3,1.3,47.98,520.39,2388.16,8147.09,8.4949,0.03,396,2388,100.0,38.48,23.087
2020-05-25,-0.0021,-0.0002,100.0,518.67,643.33,1608.71,1431.8,14.62,21.61,553.35,2388.21,9068.72,1.3,47.88,520.17,2388.25,8146.24,8.507,0.03,395,2388,100.0,38.49,23.1865
2020-05-26,-0.0029,-0.0004,100.0,518.67,642.95,1591.92,1417.63,14.62,21.61,552.3,2388.18,9064.22,1.3,47.85,520.14,2388.19,8143.45,8.4927,0.03,394,2388,100.0,38.6,23.1215
2020-05-27,0.0017,-0.0005,100.0,518.67,643.39,1596.6,1417.97,14.62,21.61,552.56,2388.23,9065.01,1.3,47.96,520.54,2388.22,8138.74,8.4886,0.03,396,2388,100.0,38.64,23.185
2020-05-28,0.0003,-0.0004,100.0,518.67,643.12,1608.22,1426.68,14.62,21.61,551.65,2388.24,9071.9,1.3,48.03,520.2,2388.2,8142.41,8.5318,0.03,396,2388,100.0,38.68,23.0856
2020-05-29,-0.0033,0.0004,100.0,518.67,643.14,1603.06,1420.64,14.62,21.61,551.71,2388.2,9070.84,1.3,47.96,520.69,2388.21,8144.76,8.4686,0.03,396,2388,100.0,38.62,23.1049
2020-05-30,-0.003,-0.0004,100.0,518.67,643.36,1601.29,1427.63,14.62,21.61,551.89,2388.2,9069.9,1.3,47.97,519.86,2388.24,8140.39,8.4991,0.03,396,2388,100.0,38.38,23.0507
2020-05-31,0.0031,0.0002,100.0,518.67,643.57,1596.34,1425.06,14.62,21.61,552.36,2388.2,9065.53,1.3,47.95,519.98,2388.23,8145.07,8.5133,0.03,397,2388,100.0,38.57,23.076
2020-06-01,-0.0017,-0.0001,100.0,518.67,643.8,1598.4,1422.77,14.62,21.61,551.69,2388.24,9073.57,1.3,48.06,520.37,2388.25,8142.15,8.4776,0.03,395,2388,100.0,38.63,23.1645
2020-06-02,0.0018,-0.0004,100.0,518.67,643.14,1595.9,1418.57,14.62,21.61,552.33,2388.2,9068.99,1.3,48.05,520.66,2388.23,8146.88,8.4528,0.03,395,2388,100.0,38.68,23.0715
2020-06-03,-0.0019,-0.0004,100.0,518.67,643.65,1611.57,1423.9,14.62,21.61,551.7,2388.21,9071.0,1.3,47.88,520.59,2388.14,8147.47,8.4694,0.03,395,2388,100.0,38.57,23.0683
2020-06-04,0.0013,-0.0002,100.0,518.67,643.75,1599.69,1415.04,14.62,21.61,551.74,2388.19,9073.11,1.3,48.04,520.4,2388.21,8144.86,8.5116,0.03,395,2388,100.0,38.77,23.0883
