,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2020-03-20,25.0035,0.6215,60.0,462.54,536.83,1257.32,1045.9,7.05,9.03,175.24,1915.5,8018.75,0.94,36.76,164.6,2028.45,7881.8,10.8611,0.02,306,1915,84.93,14.55,8.6195
2020-03-21,25.0029,0.6214,60.0,462.54,536.24,1263.5,1047.33,7.05,9.02,175.3,1915.58,8020.7,0.94,36.72,164.5,2028.5,7879.51,10.8577,0.02,307,1915,84.93,14.23,8.5082
2020-03-22,19.9985,0.7004,100.0,491.19,608.25,1481.92,1243.74,9.35,13.66,335.09,2324.05,8739.55,1.08,44.24,315.54,2388.12,8071.59,9.2124,0.02,364,2324,100.0,24.5,14.6848
2020-03-23,42.0059,0.8404,100.0,445.0,549.67,1345.02,1120.41,3.91,5.72,139.21,2212.24,8334.04,1.02,41.86,130.26,2388.3,8100.28,9.3265,0.02,331,2212,100.0,10.52,6.3582
2020-03-24,25.0049,0.6217,60.0,462.54,536.62,1260.8,1042.55,7.05,9.03,175.98,1915.57,8023.0,0.94,36.49,164.22,2028.49,7884.42,10.8758,0.02,307,1915,84.93,14.24,8.6834
2020-03-25,42.0051,0.84,100.0,445.0,549.49,1346.65,1124.44,3.91,5.72,138.99,2212.2,8335.68,1.02,42.02,130.49,2388.32,8106.75,9.3419,0.02,329,2212,100.0,10.54,6.3422
2020-03-26,0.0019,0.0,100.0,518.67,642.74,1579.86,1405.91,14.62,21.61,554.21,2387.99,9077.91,1.3,47.38,522.13,2388.01,8151.71,8.4323,0.03,393,2388,100.0,38.96,23.3557
2020-03-27,35.0016,0.8417,100.0,449.44,555.11,1364.81,1123.88,5.48,8.0,194.31,2223.26,8369.03,1.02,41.88,182.86,2388.32,8084.2,9.3025,0.02,334,2223,100.0,14.8,8.8885
2020-03-28,35.0074,0.84,100.0,449.44,555.12,1366.88,1128.41,5.48,8.0,195.36,2223.28,8363.09,1.03,41.7,182.95,2388.35,8083.27,9.3269,0.02,334,2223,100.0,15.03,8.9332
2020-03-29,34.9984,0.8401,100.0,449.44,556.1,1362.1,1123.75,5.48,8.0,194.17,2223.2,8358.68,1.02,41.91,183.16,2388.34,8081.4,9.2746,0.02,334,2223,100.0,14.73,8.8456
2020-03-30,0.0003,0.0004,100.0,518.67,643.03,1597.09,1401.34,14.62,21.61,553.89,2388.04,9073.67,1.3,47.32,521.4,2388.03,8154.7,8.4409,0.03,393,2388,100.0,39.0,23.3265
2020-03-31,0.0013,0.0,100.0,518.67,642.58,1592.67,1404.8,14.62,21.61,553.83,2387.93,9081.84,1.3,47.27,522.22,2388.04,8157.56,8.425,0.03,393,2388,100.0,38.9,23.3095
2020-04-01,35.005,0.84,100.0,449.44,555.61,1363.56,1129.19,5.48,8.0,195.64,2223.23,8362.57,1.02,41.82,183.53,2388.35,8084.86,9.2996,0.02,333,2223,100.0,14.9,8.9202
2020-04-02,34.9995,0.8406,100.0,449.44,556.03,1372.82,1124.28,5.48,8.0,194.78,2223.28,8361.16,1.02,41.81,183.08,2388.35,8080.65,9.2846,0.02,333,2223,100.0,14.94,8.8581
2020-04-03,20.0021,0.7,100.0,491.19,607.23,1487.25,1245.93,9.35,13.65,334.89,2324.05,8750.43,1.07,44.54,315.47,2388.2,8081.19,9.1996,0.02,362,2324,100.0,24.52,14.608
2020-04-04,20.0049,0.7017,100.0,491.19,606.91,1483.56,1245.3,9.35,13.66,335.4,2324.0,8741.09,1.08,44.18,315.03,2388.14,8079.04,9.2078,0.02,365,2324,100.0,24.51,14.7192
2020-04-05,20.0,0.7,100.0,491.19,607.44,1486.61,1251.45,9.35,13.65,335.3,2324.0,8738.66,1.08,44.23,315.24,2388.22,8074.55,9.1911,0.02,366,2324,100.0,24.66,14.6899
2020-04-06,42.006,0.8411,100.0,445.0,549.53,1358.07,1121.06,3.91,5.72,138.43,2212.29,8337.84,1.02,42.03,131.1,2388.42,8104.43,9.3591,0.02,331,2212,100.0,10.57,6.3555
2020-04-07,35.0018,0.8409,100.0,449.44,555.3,1360.62,1122.34,5.48,8.0,194.59,2223.35,8372.12,1.02,41.87,183.25,2388.46,8087.85,9.318,0.02,332,2223,100.0,14.77,8.9354
2020-04-08,20.0071,0.7,100.0,491.19,607.09,1486.63,1248.96,9.35,13.65,334.95,2324.09,8744.26,1.08,44.34,314.78,2388.22,8083.08,9.1969,0.02,365,2324,100.0,24.55,14.7153
2020-04-09,25.003,0.62,60.0,462.54,536.79,1261.13,1050.44,7.05,9.03,175.2,1915.64,8032.86,0.94,36.61,164.62,2028.65,7887.42,10.9065,0.02,307,1915,84.93,14.4,8.5781
2020-04-10,19.9991,0.7,100.0,491.19,607.12,1483.24,1256.34,9.35,13.66,334.33,2324.05,8752.12,1.07,44.23,314.79,2388.19,8084.76,9.2327,0.02,365,2324,100.0,24.65,14.7571
2020-04-11,9.9996,0.2505,100.0,489.05,604.74,1491.37,1306.31,10.52,15.49,394.22,2318.91,8799.39,1.26,45.21,371.0,2388.12,8154.64,8.6535,0.03,369,2319,100.0,28.67,17.1592
2020-04-12,42.001,0.84,100.0,445.0,549.5,1353.61,1122.03,3.91,5.72,138.34,2212.32,8347.96,1.02,41.93,130.9,2388.44,8106.14,9.3781,0.02,330,2212,100.0,10.52,6.3121
2020-04-13,9.9994,0.25,100.0,489.05,604.5,1497.73,1304.99,10.52,15.49,395.24,2318.87,8803.97,1.26,45.43,372.19,2388.11,8147.53,8.6599,0.03,369,2319,100.0,28.59,17.1317
2020-04-14,35.0039,0.84,100.0,449.44,556.05,1366.36,1129.12,5.48,8.0,194.63,2223.39,8373.09,1.02,41.74,183.55,2388.47,8095.71,9.3557,0.02,334,2223,100.0,14.87,8.8159
2020-04-15,35.0021,0.84,100.0,449.44,555.24,1367.6,1121.91,5.48,8.0,195.41,2223.37,8384.76,1.02,41.88,183.41,2388.56,8090.95,9.3056,0.02,334,2223,100.0,14.87,8.9077
2020-04-16,0.0023,0.0009,100.0,518.67,642.71,1589.63,1399.85,14.62,21.61,553.11,2388.02,9090.22,1.3,47.35,521.67,2387.99,8164.02,8.4725,0.03,393,2388,100.0,38.99,23.3583
2020-04-17,10.0041,0.25,100.0,489.05,604.43,1496.09,1312.52,10.52,15.49,394.71,2318.95,8809.17,1.26,45.58,371.42,2388.16,8162.26,8.6299,0.03,370,2319,100.0,28.57,17.1696
2020-04-18,0.0021,0.0014,100.0,518.67,642.86,1590.58,1402.56,14.62,21.61,553.79,2388.07,9086.11,1.3,47.44,521.31,2387.99,8162.72,8.4366,0.03,392,2388,100.0,38.9,23.2922
2020-04-19,42.0021,0.8408,100.0,445.0,549.58,1354.5,1124.95,3.91,5.72,138.86,2212.44,8348.44,1.02,41.99,130.92,2388.53,8113.28,9.3625,0.02,332,2212,100.0,10.79,6.4046
2020-04-20,42.0058,0.8409,100.0,445.0,549.42,1345.41,1126.22,3.91,5.72,139.13,2212.41,8352.75,1.02,42.14,130.84,2388.54,8113.48,9.3414,0.02,329,2212,100.0,10.61,6.3628
2020-04-21,42.0004,0.8408,100.0,445.0,549.57,1355.86,1129.47,3.91,5.72,139.18,2212.45,8348.24,1.02,42.15,130.95,2388.51,8110.12,9.3496,0.02,333,2212,100.0,10.46,6.2279
2020-04-22,25.0039,0.62,60.0,462.54,537.35,1261.83,1049.41,7.05,9.03,174.92,1915.8,8031.3,0.94,36.76,164.42,2028.69,7894.8,10.8836,0.02,308,1915,84.93,14.33,8.5966
2020-04-23,10.0055,0.2507,100.0,489.05,604.49,1505.56,1308.16,10.52,15.49,394.73,2318.9,8805.59,1.26,45.23,371.23,2388.12,8159.91,8.6401,0.03,370,2319,100.0,28.53,17.2147
2020-04-24,0.0009,0.0019,100.0,518.67,642.12,1591.03,1413.69,14.62,21.61,553.74,2388.06,9086.28,1.3,47.53,521.66,2387.97,8162.45,8.4141,0.03,393,2388,100.0,38.9,23.3663
2020-04-25,35.0015,0.84,100.0,449.44,555.75,1371.53,1129.61,5.48,8.0,194.78,2223.48,8377.16,1.02,41.94,183.12,2388.6,8094.64,9.3173,0.02,332,2223,100.0,14.81,8.9644
2020-04-26,0.0007,0.0,100.0,518.67,642.64,1589.1,1405.13,14.62,21.61,553.66,2388.04,9095.21,1.3,47.28,521.75,2388.04,8168.44,8.3861,0.03,394,2388,100.0,38.75,23.2159
2020-04-27,42.0062,0.8415,100.0,445.0,549.52,1365.48,1128.01,3.91,5.72,138.67,2212.49,8352.02,1.02,42.12,130.55,2388.56,8119.48,9.327,0.02,330,2212,100.0,10.62,6.3274
2020-04-28,10.0054,0.2508,100.0,489.05,604.48,1501.1,1316.35,10.52,15.49,394.77,2318.86,8815.89,1.26,45.37,371.56,2388.19,8157.7,8.6226,0.03,369,2319,100.0,28.45,17.1487
2020-04-29,10.0008,0.25,100.0,489.05,604.73,1499.76,1308.76,10.52,15.49,394.08,2318.94,8811.16,1.26,45.5,371.62,2388.08,8157.41,8.663,0.03,370,2319,100.0,28.59,17.1343
2020-04-30,0.0018,0.0,100.0,518.67,642.69,1596.07,1411.53,14.62,21.61,553.93,2388.06,9091.45,1.3,47.51,522.21,2388.05,8169.76,8.4167,0.03,394,2388,100.0,38.83,23.3032
2020-05-01,35.0038,0.84,100.0,449.44,555.9,1363.32,1124.13,5.48,8.0,194.81,2223.53,8381.14,1.02,41.95,182.91,2388.72,8101.47,9.3425,0.02,334,2223,100.0,14.84,8.9197
2020-05-02,10.0014,0.25,100.0,489.05,604.47,1504.25,1316.37,10.52,15.49,394.91,2318.9,8821.76,1.26,45.32,371.15,2388.09,8172.34,8.6725,0.03,371,2319,100.0,28.55,17.1686
2020-05-03,34.9992,0.8411,100.0,449.44,556.43,1365.15,1125.36,5.48,8.0,194.99,2223.67,8399.48,1.02,41.98,182.77,2388.78,8105.19,9.3432,0.02,334,2223,100.0,14.92,8.8998
2020-05-04,42.0066,0.8404,100.0,445.0,549.85,1356.97,1125.39,3.91,5.72,139.17,2212.57,8362.73,1.02,42.14,130.71,2388.65,8122.84,9.3587,0.02,331,2212,100.0,10.44,6.3228
2020-05-05,25.0072,0.62,60.0,462.54,536.65,1268.39,1047.09,7.05,9.03,175.54,1915.96,8043.37,0.94,36.75,165.06,2028.9,7907.22,10.9285,0.02,308,1915,84.93,14.12,8.5169
2020-05-06,10.0077,0.25,100.0,489.05,604.42,1494.97,1303.43,10.52,15.49,394.52,2318.95,8822.76,1.26,45.38,371.49,2388.1,8168.65,8.6251,0.03,369,2319,100.0,28.54,17.097
2020-05-07,41.9999,0.8412,100.0,445.0,549.6,1352.9,1122.75,3.91,5.72,138.7,2212.64,8365.95,1.02,42.07,130.74,2388.78,8128.01,9.3409,0.02,331,2212,100.0,10.57,6.3265
2020-05-08,25.0001,0.62,60.0,462.54,536.95,1262.39,1043.5,7.05,9.03,175.65,1916.04,8044.41,0.94,36.77,164.57,2028.94,7908.38,10.9243,0.02,306,1915,84.93,14.36,8.5279
2020-05-09,20.0072,0.7017,100.0,491.19,607.75,1487.0,1250.86,9.35,13.66,335.23,2324.24,8768.45,1.07,44.26,314.71,2388.38,8098.5,9.2597,0.02,366,2324,100.0,24.58,14.785
2020-05-10,25.004,0.62,60.0,462.54,537.61,1262.12,1044.55,7.05,9.03,175.01,1916.07,8048.11,0.94,36.64,164.82,2029.01,7907.08,10.9166,0.02,305,1915,84.93,14.23,8.5056
2020-05-11,0.0025,0.0,100.0,518.67,642.93,1597.79,1403.08,14.62,21.61,553.21,2388.07,9104.92,1.3,47.59,520.87,2387.99,8183.43,8.4375,0.03,394,2388,100.0,38.82,23.3441
2020-05-12,0.0004,0.0012,100.0,518.67,642.67,1588.96,1415.5,14.62,21.61,553.72,2388.06,9106.01,1.3,47.61,521.05,2388.1,8178.61,8.4247,0.03,394,2388,100.0,38.83,23.3118
2020-05-13,34.9989,0.84,100.0,449.44,556.08,1368.89,1134.4,5.48,8.0,194.35,2223.75,8412.32,1.02,41.8,183.44,2388.97,8110.17,9.2791,0.02,333,2223,100.0,14.91,8.9236
2020-05-14,20.0002,0.7001,100.0,491.19,607.2,1489.69,1252.96,9.35,13.66,334.87,2324.32,8772.87,1.08,44.44,314.45,2388.41,8108.07,9.2358,0.02,365,2324,100.0,24.5,14.706
2020-05-15,42.0075,0.8402,100.0,445.0,550.02,1362.14,1129.94,3.91,5.72,138.88,2212.79,8371.16,1.02,42.13,130.68,2388.99,8135.33,9.3354,0.02,331,2212,100.0,10.75,6.2912
2020-05-16,0.0016,0.0017,100.0,518.67,642.15,1595.12,1401.9,14.62,21.61,553.84,2388.02,9111.28,1.3,47.67,521.75,2388.06,8186.66,8.4624,0.03,393,2388,100.0,38.77,23.3616
2020-05-17,42.006,0.8401,100.0,445.0,549.52,1354.93,1130.02,3.91,5.72,138.89,2212.89,8373.33,1.03,42.11,130.6,2389.03,8143.08,9.3161,0.02,332,2212,100.0,10.62,6.4208
2020-05-18,42.0013,0.8407,100.0,445.0,550.28,1356.14,1125.24,3.91,5.72,139.92,2212.93,8385.46,1.03,42.09,130.65,2389.02,8141.49,9.3554,0.02,333,2212,100.0,10.57,6.3508
2020-05-19,42.0075,0.8401,100.0,445.0,550.18,1357.17,1125.89,3.91,5.72,138.46,2212.9,8375.83,1.02,42.06,130.53,2389.0,8140.56,9.3641,0.02,333,2212,100.0,10.65,6.3461
2020-05-20,25.0027,0.6209,60.0,462.54,536.46,1265.08,1047.44,7.05,9.03,174.79,1916.26,8061.44,0.94,36.99,164.65,2029.23,7919.9,10.94,0.02,308,1915,84.93,14.14,8.5199
2020-05-21,42.0066,0.8409,100.0,445.0,550.41,1358.1,1130.29,3.91,5.72,138.9,2212.9,8381.96,1.02,42.15,130.66,2389.08,8141.83,9.3295,0.02,331,2212,100.0,10.48,6.3782
2020-05-22,25.002,0.6219,60.0,462.54,536.48,1256.76,1049.03,7.05,9.03,175.83,1916.33,8058.81,0.94,36.67,164.58,2029.32,7921.44,10.9123,0.02,307,1915,84.93,14.22,8.6576
2020-05-23,25.0078,0.62,60.0,462.54,537.26,1257.18,1046.44,7.05,9.03,176.03,1916.35,8054.75,0.94,36.69,164.43,2029.23,7925.03,10.9103,0.02,309,1915,84.93,14.25,8.5193
2020-05-24,10.0024,0.2506,100.0,489.05,605.12,1506.82,1314.81,10.52,15.5,394.01,2319.04,8847.29,1.26,45.5,371.03,2388.19,8188.68,8.6912,0.03,370,2319,100.0,28.39,17.2166
2020-05-25,20.0044,0.7007,100.0,491.19,608.26,1482.99,1249.3,9.35,13.66,334.53,2324.43,8794.18,1.07,44.44,315.21,2388.52,8122.1,9.2695,0.02,366,2324,100.0,24.49,14.6308
2020-05-26,10.0071,0.25,100.0,489.05,605.03,1502.38,1316.5,10.52,15.49,394.63,2318.98,8852.83,1.26,45.47,371.61,2388.24,8188.44,8.6555,0.03,370,2319,100.0,28.61,17.1266
2020-05-27,42.0025,0.84,100.0,445.0,549.54,1357.94,1134.56,3.91,5.72,138.96,2213.13,8397.27,1.03,42.27,130.79,2389.26,8152.09,9.3348,0.02,332,2212,100.0,10.8,6.3582
2020-05-28,20.0058,0.7005,100.0,491.19,607.49,1484.85,1251.04,9.35,13.66,334.71,2324.45,8792.38,1.07,44.42,314.74,2388.6,8124.67,9.24,0.02,366,2324,100.0,24.51,14.6669
2020-05-29,20.0009,0.7,100.0,491.19,607.21,1488.45,1258.77,9.35,13.66,334.08,2324.44,8792.15,1.08,44.71,314.64,2388.6,8124.9,9.2579,0.03,366,2324,100.0,24.59,14.7102
2020-05-30,35.0059,0.84,100.0,449.44,555.75,1372.23,1134.8,5.48,8.0,194.93,2224.13,8418.74,1.02,42.19,183.11,2389.37,8130.02,9.3416,0.02,337,2223,100.0,14.8,8.8995
2020-05-31,0.0016,0.0018,100.0,518.67,643.03,1608.34,1412.91,14.62,21.61,553.55,2388.04,9137.7,1.3,47.59,521.89,2388.07,8204.43,8.4557,0.03,394,2388,100.0,38.67,23.3499
2020-06-01,42.0051,0.8404,100.0,445.0,549.99,1357.11,1127.0,3.91,5.72,138.9,2213.18,8404.84,1.03,42.24,130.88,2389.37,8156.64,9.357,0.02,333,2212,100.0,10.65,6.4124
2020-06-02,25.0076,0.6211,60.0,462.54,537.07,1264.1,1057.34,7.05,9.03,175.12,1916.62,8075.88,0.94,36.97,164.91,2029.6,7938.15,10.9582,0.02,310,1915,84.93,14.19,8.6649
2020-06-03,41.9999,0.84,100.0,445.0,549.88,1358.43,1137.23,3.91,5.72,139.41,2213.26,8411.91,1.03,42.24,130.97,2389.46,8160.22,9.3526,0.02,334,2212,100.0,10.63,6.453
2020-06-04,42.0028,0.84,100.0,445.0,550.27,1353.25,1134.87,3.91,5.72,138.74,2213.34,8404.73,1.03,42.25,130.92,2389.49,8162.57,9.3494,0.02,333,2212,100.0,10.61,6.4282
2020-06-05,0.0028,0.0,100.0,518.67,643.2,1601.4,1417.72,14.62,21.61,552.99,2388.06,9144.06,1.3,47.78,521.09,2388.1,8216.49,8.4937,0.03,395,2388,100.0,38.75,23.2222
2020-06-06,25.0025,0.6211,60.0,462.54,537.18,1268.13,1051.89,7.05,9.03,175.2,1916.71,8084.08,0.94,36.87,165.06,2029.71,7937.78,10.9661,0.02,308,1915,84.93,14.11,8.5282
2020-06-07,42.0076,0.84,100.0,445.0,550.17,1373.76,1137.63,3.91,5.72,138.8,2213.48,8415.1,1.03,42.53,130.84,2389.57,8172.09,9.3664,0.02,332,2212,100.0,10.55,6.3414
2020-06-08,20.005,0.7,100.0,491.19,607.81,1498.24,1264.13,9.35,13.66,333.69,2324.6,8825.4,1.07,44.69,314.47,2388.76,8147.96,9.2732,0.02,367,2324,100.0,24.26,14.6255
2020-06-09,10.0079,0.2515,100.0,489.05,605.7,1504.43,1317.72,10.52,15.5,394.6,2319.07,8872.12,1.26,45.66,370.95,2388.29,8216.63,8.7105,0.03,369,2319,100.0,28.29,17.0635
2020-06-10,35.0008,0.84,100.0,449.44,556.2,1370.46,1137.91,5.48,8.01,194.62,2224.51,8447.54,1.02,42.27,182.75,2389.79,8156.46,9.3672,0.02,336,2223,100.0,14.66,8.8711
2020-06-11,42.0052,0.84,100.0,445.0,550.27,1356.32,1143.81,3.91,5.72,138.56,2213.5,8419.43,1.03,42.42,130.8,2389.71,8175.76,9.3568,0.02,334,2212,100.0,10.63,6.3689
2020-06-12,20.0017,0.7017,100.0,491.19,608.24,1481.12,1263.6,9.35,13.66,334.15,2324.67,8822.79,1.07,44.51,314.6,2388.8,8151.82,9.281,0.02,367,2324,100.0,24.35,14.557
2020-06-13,10.0014,0.25,100.0,489.05,605.32,1508.87,1322.98,10.52,15.5,393.76,2319.1,8885.36,1.26,45.7,371.06,2388.29,8226.98,8.7674,0.03,372,2319,100.0,28.31,16.9266
2020-06-14,0.0029,0.0014,100.0,518.67,643.25,1593.61,1422.08,14.62,21.61,552.18,2388.08,9172.17,1.3,47.77,520.65,2388.06,8237.29,8.4594,0.03,396,2388,100.0,38.81,23.1627
2020-06-15,35.0031,0.84,100.0,449.44,556.01,1381.77,1146.52,5.48,8.01,194.51,2224.78,8465.8,1.03,42.08,182.79,2390.01,8170.32,9.3678,0.02,337,2223,100.0,14.74,8.9242
2020-06-16,25.0052,0.6211,60.0,462.54,537.64,1271.09,1059.29,7.05,9.03,175.11,1917.04,8102.96,0.94,37.07,165.13,2030.1,7958.69,10.988,0.02,309,1915,84.93,13.98,8.4761
2020-06-17,35.0045,0.84,100.0,449.44,556.93,1380.25,1141.05,5.48,8.01,194.65,2224.82,8466.51,1.03,42.26,182.61,2390.17,8178.26,9.3813,0.02,337,2223,100.0,14.81,8.8402
2020-06-18,0.0002,0.0,100.0,518.67,643.53,1601.15,1422.15,14.62,21.61,552.64,2388.07,9183.74,1.3,47.86,520.84,2388.11,8246.7,8.4946,0.03,396,2388,100.0,38.69,23.2217
2020-06-19,19.9997,0.7,100.0,491.19,608.64,1497.34,1257.97,9.35,13.66,334.18,2324.8,8854.71,1.08,44.8,314.37,2388.94,8175.28,9.3035,0.03,368,2324,100.0,24.25,14.577
2020-06-20,35.007,0.84,100.0,449.44,556.74,1378.27,1144.42,5.48,8.01,194.39,2224.95,8475.12,1.02,42.32,183.4,2390.18,8183.74,9.3619,0.02,336,2223,100.0,14.59,8.8616
2020-06-21,42.002,0.8404,100.0,445.0,549.68,1367.21,1140.66,3.91,5.72,138.8,2214.02,8457.78,1.03,42.44,131.19,2390.27,8207.21,9.3936,0.02,335,2212,100.0,10.37,6.352
2020-06-22,20.0072,0.7016,100.0,491.19,608.75,1493.11,1260.85,9.35,13.66,333.87,2324.89,8866.09,1.07,44.75,314.57,2389.07,8176.88,9.3092,0.03,367,2324,100.0,24.24,14.5861
2020-06-23,42.0028,0.84,100.0,445.0,550.62,1370.2,1140.39,3.91,5.72,139.15,2214.02,8457.4,1.03,42.63,130.72,2390.23,8208.21,9.4127,0.02,334,2212,100.0,10.59,6.298
